System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:32:33:754, 158493475133480,    0.112,   64.000, 2800,  49.271,   5.520,   1.533,  29.975,   3.358,   0.933, 91,  0,   3.800,   0.426,   0.118,   6.680,   0.748,   0.208,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:32:33:923, 158493849292170,    0.281,   88.000, 2800,  44.680,  13.091,   3.636,  25.440,   7.669,   2.130, 92,  0,   3.859,   1.080,   0.300,   6.568,   1.861,   0.517,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:32:34:062, 158494156029885,    0.420,   64.000, 2900,  42.612,  19.010,   5.281,  23.807,  10.976,   3.049, 89,  0,   3.724,   1.597,   0.444,   6.542,   2.770,   0.769,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:32:34:186, 158494429420757,    0.544,   60.000, 2900,  43.082,  24.345,   6.762,  23.888,  13.934,   3.871, 90,  0,   3.776,   2.064,   0.573,   6.603,   3.588,   0.997,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:32:34:310, 158494702864599,    0.668,   59.000, 3000,  43.770,  29.765,   8.268,  24.224,  16.934,   4.704, 90,  0,   3.794,   2.534,   0.704,   6.946,   4.448,   1.236,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:32:34:432, 158494973016139,    0.790,   45.000, 3100,  42.087,  34.915,   9.699,  22.897,  19.735,   5.482, 88,  0,   3.552,   2.969,   0.825,   6.813,   5.281,   1.467,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:32:34:432, 158494975184497,    0.791,   31.000, 3100,  39.901,  34.954,   9.709,  24.674,  19.760,   5.489, 88,  0,   4.475,   2.973,   0.826,   5.221,   5.287,   1.468,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 0.791394
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 34.953918
Cumulative Processor Energy_0 (mWh) = 9.709422
Average Processor Power_0 (Watt) = 44.167551

Cumulative IA Energy_0 (Joules) = 19.759521
Cumulative IA Energy_0 (mWh) = 5.488756
Average IA Power_0 (Watt) = 24.968007

Cumulative DRAM Energy_0 (Joules) = 2.973267
Cumulative DRAM Energy_0 (mWh) = 0.825907
Average DRAM Power_0 (Watt) = 3.757001

Cumulative GT Energy_0 (Joules) = 5.286560
Cumulative GT Energy_0 (mWh) = 1.468489
Average GT Power_0 (Watt) = 6.680064
