System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:47:00:406, 160407049364721,    0.102,   42.000, 3500,  49.524,   5.069,   1.408,  30.720,   3.144,   0.873, 95,  0,   3.497,   0.358,   0.099,   6.598,   0.675,   0.188,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:00:530, 160407322710635,    0.226,   58.000, 3500,  49.929,  11.250,   3.125,  30.454,   6.915,   1.921, 93,  0,   3.939,   0.846,   0.235,   6.761,   1.512,   0.420,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:00:642, 160407570905927,    0.339,   56.000, 2800,  50.514,  16.928,   4.702,  31.281,  10.431,   2.897, 96,  0,   3.942,   1.289,   0.358,   6.805,   2.277,   0.633,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:00:795, 160407907469021,    0.491,   61.000, 3400,  47.122,  24.111,   6.698,  27.370,  14.603,   4.056, 95,  0,   4.005,   1.899,   0.528,   6.942,   3.335,   0.926,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:00:920, 160408184341576,    0.616,   44.000, 3500,  50.488,  30.442,   8.456,  30.965,  18.486,   5.135, 94,  0,   3.865,   2.384,   0.662,   7.053,   4.220,   1.172,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:01:031, 160408429477122,    0.727,   46.000, 3600,  51.247,  36.131,  10.037,  31.965,  22.034,   6.121, 94,  0,   3.815,   2.807,   0.780,   6.768,   4.971,   1.381,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:01:155, 160408703170416,    0.851,   45.000, 3400,  52.073,  42.586,  11.829,  32.673,  26.084,   7.246, 94,  0,   3.874,   3.287,   0.913,   6.747,   5.808,   1.613,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:01:293, 160409008603494,    0.990,   51.000, 3500,  49.284,  49.404,  13.723,  29.627,  30.183,   8.384, 93,  0,   3.893,   3.826,   1.063,   7.189,   6.802,   1.889,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:01:402, 160409248405768,    1.098,   43.000, 3300,  51.577,  55.005,  15.279,  31.723,  33.628,   9.341, 95,  0,   4.048,   4.266,   1.185,   7.022,   7.565,   2.101,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:01:559, 160409594234155,    1.255,   65.000, 3400,  50.586,  62.928,  17.480,  30.811,  38.454,  10.682, 94,  0,   4.062,   4.902,   1.362,   6.959,   8.655,   2.404,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:01:681, 160409864566512,    1.377,   47.000, 3000,  51.756,  69.265,  19.240,  32.223,  42.399,  11.777, 97,  0,   3.948,   5.385,   1.496,   7.064,   9.519,   2.644,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:01:817, 160410164172457,    1.513,   53.000, 3400,  50.274,  76.086,  21.135,  30.615,  46.553,  12.931, 95,  0,   3.932,   5.919,   1.644,   6.949,  10.462,   2.906,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:01:922, 160410397210736,    1.619,   43.000, 3300,  52.566,  81.634,  22.676,  33.007,  50.037,  13.899, 96,  0,   3.908,   6.331,   1.759,   7.100,  11.212,   3.114,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:02:045, 160410668408985,    1.741,   75.000, 2900,  48.149,  87.548,  24.319,  28.706,  53.563,  14.878, 95,  0,   4.142,   6.840,   1.900,   6.742,  12.040,   3.344,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:02:168, 160410940170864,    1.864,   68.000, 3400,  49.178,  93.601,  26.000,  29.596,  57.205,  15.890, 94,  0,   4.050,   7.338,   2.038,   6.966,  12.897,   3.583,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:02:276, 160411179064989,    1.973,   53.000, 3400,  48.873,  98.889,  27.469,  29.296,  60.375,  16.771, 93,  0,   3.912,   7.762,   2.156,   7.054,  13.660,   3.795,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:02:400, 160411452270205,    2.096,   54.000, 3300,  49.206, 104.978,  29.160,  29.582,  64.035,  17.788, 95,  0,   4.038,   8.261,   2.295,   6.845,  14.507,   4.030,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:02:553, 160411790251825,    2.249,   76.000, 3100,  50.549, 112.715,  31.310,  31.083,  68.793,  19.109, 95,  0,   4.026,   8.877,   2.466,   6.869,  15.559,   4.322,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:02:722, 160412163466368,    2.419,   62.000, 3100,  46.389, 120.556,  33.488,  27.545,  73.449,  20.403, 94,  0,   3.791,   9.518,   2.644,   6.333,  16.629,   4.619,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:02:848, 160412441078876,    2.544,   55.000, 3000,  45.739, 126.307,  35.085,  25.871,  76.702,  21.306, 92,  0,   3.903,  10.009,   2.780,   7.092,  17.521,   4.867,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:02:956, 160412680058757,    2.652,   45.000, 3100,  42.941, 130.955,  36.376,  23.492,  79.245,  22.012, 90,  0,   3.839,  10.424,   2.896,   6.966,  18.275,   5.076,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:03:066, 160412922976151,    2.762,   47.000, 3000,  46.397, 136.059,  37.794,  26.812,  82.194,  22.832, 90,  0,   4.003,  10.865,   3.018,   6.978,  19.043,   5.290,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:03:252, 160413333426111,    2.948,   65.000, 3000,  45.094, 144.442,  40.123,  25.706,  86.973,  24.159, 90,  0,   3.823,  11.576,   3.215,   6.793,  20.305,   5.640,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:03:358, 160413568457601,    3.055,   50.000, 3000,  43.104, 149.030,  41.397,  23.415,  89.465,  24.851, 90,  0,   3.881,  11.989,   3.330,   6.917,  21.042,   5.845,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:03:465, 160413802379206,    3.161,   42.000, 3100,  43.242, 153.611,  42.670,  24.242,  92.033,  25.565, 89,  0,   3.836,  12.395,   3.443,   6.826,  21.765,   6.046,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:03:619, 160414144034807,    3.316,   67.000, 3000,  46.369, 160.786,  44.663,  26.649,  96.157,  26.710, 91,  0,   4.090,  13.028,   3.619,   6.976,  22.844,   6.346,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:03:727, 160414383098293,    3.424,   46.000, 3000,  42.751, 165.415,  45.948,  23.400,  98.690,  27.414, 88,  0,   3.804,  13.440,   3.733,   6.839,  23.585,   6.551,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:03:851, 160414655414935,    3.547,   50.000, 3100,  45.094, 170.976,  47.493,  25.318, 101.813,  28.281, 89,  0,   3.920,  13.923,   3.868,   6.969,  24.444,   6.790,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:03:962, 160414900061892,    3.658,   45.000, 3100,  44.530, 175.910,  48.864,  24.900, 104.572,  29.048, 89,  0,   3.855,  14.350,   3.986,   6.966,  25.216,   7.004,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
