System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:46:55:602, 160396441733307,    0.117,   39.000, 3600,  54.813,   6.424,   1.784,  35.702,   4.184,   1.162, 95,  0,   3.571,   0.418,   0.116,   6.738,   0.790,   0.219,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:55:726, 160396714881844,    0.241,   44.000, 3100,  52.226,  12.884,   3.579,  32.855,   8.249,   2.291, 96,  0,   3.808,   0.890,   0.247,   6.678,   1.616,   0.449,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:55:850, 160396990054845,    0.366,   42.000, 3300,  50.474,  19.175,   5.326,  31.138,  12.129,   3.369, 96,  0,   3.878,   1.373,   0.381,   6.984,   2.486,   0.691,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:55:975, 160397265294819,    0.490,   47.000, 3300,  50.063,  25.415,   7.060,  30.371,  15.915,   4.421, 95,  0,   3.899,   1.859,   0.516,   6.968,   3.355,   0.932,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:56:083, 160397504471204,    0.599,   42.000, 3600,  53.461,  31.206,   8.668,  33.984,  19.596,   5.443, 95,  0,   3.906,   2.282,   0.634,   7.034,   4.117,   1.144,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:56:191, 160397742544394,    0.706,   76.000, 3500,  49.259,  36.518,  10.144,  29.894,  22.820,   6.339, 92,  0,   4.033,   2.717,   0.755,   6.588,   4.827,   1.341,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:56:329, 160398046776544,    0.844,   50.000, 3300,  51.523,  43.617,  12.116,  32.131,  27.247,   7.569, 94,  0,   3.897,   3.254,   0.904,   6.701,   5.750,   1.597,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:56:436, 160398284141911,    0.952,   55.000, 3200,  52.239,  49.233,  13.676,  32.838,  30.777,   8.549, 95,  0,   4.134,   3.698,   1.027,   6.977,   6.500,   1.806,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:56:560, 160398558060980,    1.076,   59.000, 3100,  49.802,  55.411,  15.392,  30.336,  34.540,   9.595, 95,  0,   4.009,   4.195,   1.165,   6.807,   7.345,   2.040,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:56:698, 160398862449599,    1.214,   76.000, 3200,  50.316,  62.347,  17.319,  30.720,  38.775,  10.771, 95,  0,   4.091,   4.759,   1.322,   6.864,   8.291,   2.303,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:56:822, 160399136307059,    1.338,   58.000, 3200,  51.032,  68.677,  19.077,  31.323,  42.660,  11.850, 95,  0,   4.087,   5.266,   1.463,   7.019,   9.162,   2.545,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:56:963, 160399447541811,    1.479,   57.000, 3300,  51.142,  75.886,  21.079,  31.412,  47.088,  13.080, 94,  0,   3.942,   5.822,   1.617,   7.080,  10.160,   2.822,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
