System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:47:35:781, 160485157843046,    0.114,   50.000, 3100,  46.309,   5.283,   1.467,  27.138,   3.096,   0.860, 90,  0,   3.681,   0.420,   0.117,   6.647,   0.758,   0.211,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:35:890, 160485397835534,    0.223,   42.000, 3100,  43.556,  10.017,   2.782,  24.213,   5.727,   1.591, 88,  0,   3.773,   0.830,   0.231,   6.728,   1.490,   0.414,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:35:999, 160485638908390,    0.332,   49.000, 3100,  44.927,  14.922,   4.145,  25.663,   8.529,   2.369, 89,  0,   3.867,   1.252,   0.348,   6.751,   2.227,   0.619,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:36:121, 160485907704452,    0.454,   46.000, 3200,  44.367,  20.323,   5.645,  24.927,  11.564,   3.212, 89,  0,   3.824,   1.718,   0.477,   6.816,   3.056,   0.849,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:36:228, 160486147220394,    0.562,   50.000, 3100,  45.506,  25.260,   7.017,  26.329,  14.420,   4.006, 94,  0,   3.849,   2.135,   0.593,   6.857,   3.800,   1.056,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:36:382, 160486484698249,    0.715,   78.000, 3000,  48.481,  32.670,   9.075,  29.143,  18.874,   5.243, 92,  0,   4.070,   2.757,   0.766,   6.569,   4.804,   1.334,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:36:491, 160486724690080,    0.824,   50.000, 3000,  43.486,  37.396,  10.388,  23.759,  21.457,   5.960, 90,  0,   3.902,   3.182,   0.884,   6.997,   5.565,   1.546,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:36:599, 160486963417845,    0.932,   44.000, 3100,  43.557,  42.105,  11.696,  24.121,  24.065,   6.685, 88,  0,   3.844,   3.597,   0.999,   6.952,   6.316,   1.755,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:36:722, 160487235757359,    1.055,   48.000, 3100,  44.858,  47.638,  13.233,  25.348,  27.191,   7.553, 89,  0,   3.875,   4.075,   1.132,   7.020,   7.182,   1.995,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:36:842, 160487500945946,    1.175,   43.000, 3100,  43.744,  52.892,  14.692,  24.557,  30.140,   8.372, 89,  0,   3.789,   4.530,   1.258,   6.698,   7.987,   2.219,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:36:966, 160487774062956,    1.299,   47.000, 3100,  43.971,  58.331,  16.203,  24.419,  33.161,   9.211, 88,  0,   3.793,   4.999,   1.389,   6.899,   8.840,   2.456,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:37:074, 160488012601989,    1.407,   46.000, 3100,  45.876,  63.287,  17.580,  26.576,  36.032,  10.009, 91,  0,   3.812,   5.411,   1.503,   6.789,   9.573,   2.659,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:37:197, 160488283467241,    1.530,   47.000, 3100,  44.691,  68.770,  19.103,  25.011,  39.100,  10.861, 90,  0,   3.867,   5.886,   1.635,   6.968,  10.428,   2.897,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:37:306, 160488525559271,    1.639,   42.000, 3200,  43.972,  73.591,  20.442,  24.841,  41.824,  11.618, 90,  0,   3.775,   6.300,   1.750,   6.845,  11.179,   3.105,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:37:415, 160488765999204,    1.748,   45.000, 3200,  46.128,  78.614,  21.837,  26.608,  44.721,  12.423, 90,  0,   3.866,   6.721,   1.867,   6.905,  11.931,   3.314,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:37:523, 160489004266954,    1.856,   44.000, 3100,  44.699,  83.437,  23.177,  25.208,  47.442,  13.178, 89,  0,   3.822,   7.133,   1.981,   6.907,  12.676,   3.521,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:37:648, 160489279766987,    1.981,   64.000, 3000,  48.813,  89.528,  24.869,  29.182,  51.083,  14.190, 93,  0,   4.131,   7.648,   2.125,   6.866,  13.533,   3.759,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:37:772, 160489554343921,    2.105,   62.000, 3000,  45.869,  95.232,  26.453,  26.580,  54.388,  15.108, 89,  0,   3.959,   8.141,   2.261,   6.762,  14.374,   3.993,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:37:898, 160489832595049,    2.231,   63.000, 3000,  45.767, 101.000,  28.055,  26.524,  57.731,  16.036, 91,  0,   3.946,   8.638,   2.399,   6.690,  15.217,   4.227,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:38:006, 160490070035739,    2.339,   46.000, 3000,  42.974, 105.621,  29.339,  23.371,  60.244,  16.734, 88,  0,   3.836,   9.051,   2.514,   6.822,  15.950,   4.431,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:38:115, 160490311167993,    2.448,   48.000, 3100,  42.666, 110.280,  30.633,  23.281,  62.786,  17.441, 89,  0,   3.818,   9.467,   2.630,   6.905,  16.704,   4.640,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
