System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:47:10:279, 160428848561190,    0.112,   44.000, 3200,  45.546,   5.091,   1.414,  26.447,   2.956,   0.821, 90,  0,   3.539,   0.396,   0.110,   6.598,   0.737,   0.205,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:10:403, 160429121228862,    0.235,   47.000, 3100,  44.762,  10.618,   2.950,  25.522,   6.108,   1.697, 88,  0,   3.831,   0.869,   0.241,   6.848,   1.583,   0.440,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:10:525, 160429392301503,    0.358,   50.000, 3100,  45.136,  16.160,   4.489,  25.597,   9.250,   2.569, 90,  0,   3.859,   1.342,   0.373,   6.836,   2.422,   0.673,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:10:651, 160429670166183,    0.484,   45.000, 3200,  44.293,  21.734,   6.037,  24.746,  12.364,   3.435, 90,  0,   3.816,   1.823,   0.506,   6.943,   3.296,   0.916,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:10:772, 160429937774699,    0.605,   69.000, 3000,  49.102,  27.685,   7.690,  29.580,  15.949,   4.430, 95,  0,   4.122,   2.322,   0.645,   6.938,   4.137,   1.149,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:10:879, 160430174569138,    0.712,   50.000, 3000,  44.041,  32.408,   9.002,  24.804,  18.609,   5.169, 88,  0,   3.883,   2.739,   0.761,   6.711,   4.857,   1.349,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:001, 160430443054156,    0.834,   48.000, 3100,  43.959,  37.753,  10.487,  24.160,  21.547,   5.985, 90,  0,   3.889,   3.212,   0.892,   7.084,   5.718,   1.588,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:124, 160430713841994,    0.957,   48.000, 3100,  44.482,  43.208,  12.002,  25.190,  24.636,   6.843, 91,  0,   3.774,   3.674,   1.021,   6.632,   6.531,   1.814,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:262, 160431019043234,    1.095,   50.000, 3100,  44.952,  49.422,  13.728,  25.313,  28.135,   7.815, 89,  0,   3.926,   4.217,   1.171,   7.076,   7.509,   2.086,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:369, 160431255223294,    1.202,   46.000, 3100,  44.645,  54.197,  15.055,  25.122,  30.823,   8.562, 89,  0,   3.881,   4.632,   1.287,   6.967,   8.255,   2.293,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:492, 160431527795474,    1.325,   44.000, 3100,  44.992,  59.751,  16.598,  25.746,  34.001,   9.445, 91,  0,   3.935,   5.118,   1.422,   6.804,   9.094,   2.526,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:633, 160431837213529,    1.465,   61.000, 3000,  45.154,  66.079,  18.355,  25.743,  37.608,  10.447, 89,  0,   3.955,   5.672,   1.576,   6.797,  10.047,   2.791,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:755, 160432107293689,    1.588,   44.000, 3100,  43.654,  71.419,  19.839,  23.878,  40.529,  11.258, 88,  0,   3.853,   6.144,   1.707,   7.004,  10.904,   3.029,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:863, 160432346855814,    1.696,   43.000, 3100,  43.351,  76.122,  21.145,  24.000,  43.133,  11.981, 88,  0,   3.790,   6.555,   1.821,   6.979,  11.661,   3.239,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:11:972, 160432587522676,    1.805,   69.000, 3000,  49.840,  81.555,  22.654,  30.308,  46.437,  12.899, 94,  0,   4.066,   6.998,   1.944,   6.899,  12.413,   3.448,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:12:169, 160433020903589,    2.001,   88.000, 2900,  46.375,  90.657,  25.183,  27.498,  51.834,  14.398, 90,  0,   4.080,   7.799,   2.166,   6.240,  13.638,   3.788,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:12:292, 160433293145868,    2.125,   48.000, 3000,  42.010,  95.837,  26.621,  22.432,  54.600,  15.167, 89,  0,   3.833,   8.271,   2.298,   6.830,  14.480,   4.022,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
