System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:47:05:308, 160417873984167,    0.104,   44.000, 3100,  43.953,   4.588,   1.274,  25.414,   2.653,   0.737, 90,  0,   3.362,   0.351,   0.097,   6.349,   0.663,   0.184,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:05:417, 160418114444257,    0.213,   45.000, 3100,  44.526,   9.437,   2.621,  25.019,   5.377,   1.494, 90,  0,   3.873,   0.773,   0.215,   6.888,   1.413,   0.392,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:05:542, 160418390326895,    0.338,   46.000, 3100,  43.966,  14.930,   4.147,  24.561,   8.446,   2.346, 91,  0,   3.821,   1.250,   0.347,   6.812,   2.264,   0.629,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:05:652, 160418632771031,    0.448,   46.000, 3100,  45.041,  19.876,   5.521,  25.372,  11.232,   3.120, 89,  0,   3.898,   1.678,   0.466,   6.989,   3.031,   0.842,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:05:775, 160418904599426,    0.571,   48.000, 3100,  44.647,  25.372,   7.048,  25.186,  14.333,   3.981, 89,  0,   3.888,   2.157,   0.599,   6.932,   3.885,   1.079,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:05:898, 160419175683716,    0.694,   43.000, 3200,  45.080,  30.907,   8.585,  25.447,  17.457,   4.849, 89,  0,   3.850,   2.629,   0.730,   6.958,   4.739,   1.316,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:06:021, 160419446976348,    0.817,   41.000, 3100,  45.042,  36.441,  10.123,  25.460,  20.585,   5.718, 90,  0,   3.814,   3.098,   0.861,   6.951,   5.593,   1.554,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:06:131, 160419689916738,    0.927,   48.000, 3100,  44.734,  41.363,  11.490,  25.395,  23.379,   6.494, 90,  0,   3.864,   3.523,   0.979,   6.814,   6.343,   1.762,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:06:253, 160419959901522,    1.049,   50.000, 3100,  45.353,  46.909,  13.030,  25.951,  26.553,   7.376, 93,  0,   3.871,   3.997,   1.110,   6.885,   7.185,   1.996,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:06:377, 160420233080699,    1.173,   62.000, 3000,  48.470,  52.906,  14.696,  29.109,  30.154,   8.376, 91,  0,   3.980,   4.489,   1.247,   6.664,   8.009,   2.225,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:06:516, 160420540625333,    1.312,   60.000, 3000,  44.392,  59.089,  16.414,  25.511,  33.707,   9.363, 91,  0,   3.957,   5.040,   1.400,   6.405,   8.901,   2.473,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
