System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:47:40:658, 160495925356520,    0.119,   55.000, 2900,  45.624,   5.411,   1.503,  26.539,   3.148,   0.874, 92,  0,   3.713,   0.440,   0.122,   6.419,   0.761,   0.211,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:40:796, 160496230094255,    0.257,   65.000, 3000,  43.470,  11.411,   3.170,  24.148,   6.480,   1.800, 88,  0,   3.961,   0.987,   0.274,   6.695,   1.685,   0.468,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:40:919, 160496502041741,    0.380,   45.000, 3100,  42.140,  16.601,   4.611,  22.639,   9.269,   2.575, 90,  0,   3.829,   1.459,   0.405,   7.029,   2.551,   0.709,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:41:042, 160496773328034,    0.503,   45.000, 3100,  44.244,  22.037,   6.121,  24.602,  12.291,   3.414, 89,  0,   3.874,   1.935,   0.537,   7.011,   3.412,   0.948,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:41:150, 160497012052007,    0.611,   50.000, 3100,  45.405,  26.946,   7.485,  26.059,  15.109,   4.197, 93,  0,   3.853,   2.351,   0.653,   6.759,   4.143,   1.151,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:41:257, 160497249042628,    0.718,   51.000, 3100,  45.231,  31.801,   8.834,  26.007,  17.900,   4.972, 92,  0,   3.871,   2.767,   0.769,   6.823,   4.875,   1.354,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:41:365, 160497486245387,    0.826,   32.000, 3100,  44.371,  36.567,  10.158,  24.797,  20.564,   5.712, 88,  0,   3.847,   3.180,   0.883,   6.773,   5.603,   1.556,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:41:579, 160497959234362,    1.040,  116.000, 3000,  46.959,  46.627,  12.952,  27.790,  26.517,   7.366, 90,  0,   3.956,   4.027,   1.119,   6.595,   7.016,   1.949,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:41:687, 160498196861426,    1.147,   44.000, 3000,  42.503,  51.201,  14.222,  22.993,  28.992,   8.053, 89,  0,   3.828,   4.439,   1.233,   6.844,   7.752,   2.153,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:41:796, 160498437385079,    1.256,   50.000, 3100,  44.480,  56.046,  15.568,  24.808,  31.694,   8.804, 89,  0,   3.889,   4.863,   1.351,   7.044,   8.520,   2.367,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:41:905, 160498679342028,    1.366,   53.000, 3100,  45.746,  61.059,  16.961,  26.741,  34.625,   9.618, 94,  0,   3.907,   5.291,   1.470,   6.706,   9.255,   2.571,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:42:043, 160498985010136,    1.504,   62.000, 3000,  45.117,  67.305,  18.696,  26.279,  38.263,  10.628, 89,  0,   3.808,   5.818,   1.616,   6.398,  10.140,   2.817,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:42:149, 160499218851979,    1.610,   44.000, 3100,  43.593,  71.922,  19.978,  24.158,  40.821,  11.339, 89,  0,   3.781,   6.219,   1.727,   6.808,  10.861,   3.017,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:42:287, 160499522628701,    1.748,   52.000, 3100,  45.066,  78.122,  21.701,  25.549,  44.336,  12.316, 90,  0,   3.869,   6.751,   1.875,   6.831,  11.801,   3.278,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:42:396, 160499764922997,    1.858,   46.000, 3100,  44.073,  82.958,  23.044,  24.524,  47.027,  13.063, 89,  0,   3.836,   7.172,   1.992,   6.889,  12.557,   3.488,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:42:521, 160500040584040,    1.982,   44.000, 3100,  44.024,  88.455,  24.571,  24.496,  50.086,  13.913, 89,  0,   3.820,   7.649,   2.125,   6.900,  13.418,   3.727,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:42:646, 160500315645380,    2.107,   54.000, 3100,  46.441,  94.240,  26.178,  27.409,  53.500,  14.861, 92,  0,   3.947,   8.140,   2.261,   6.670,  14.249,   3.958,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:42:784, 160500619772075,    2.245,   67.000, 3000,  48.112, 100.867,  28.019,  28.795,  57.466,  15.963, 91,  0,   3.976,   8.688,   2.413,   6.616,  15.161,   4.211,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:42:907, 160500890939475,    2.368,   58.000, 3000,  45.076, 106.403,  29.556,  25.492,  60.597,  16.832, 92,  0,   3.872,   9.164,   2.545,   6.920,  16.010,   4.447,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:016, 160501132971171,    2.477,   44.000, 3000,  41.800, 110.984,  30.829,  22.466,  63.059,  17.517, 89,  0,   3.794,   9.579,   2.661,   6.992,  16.777,   4.660,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:126, 160501374912457,    2.587,   42.000, 3100,  43.029, 115.699,  32.139,  23.438,  65.628,  18.230, 89,  0,   3.807,   9.997,   2.777,   6.932,  17.536,   4.871,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:264, 160501679526424,    2.725,   50.000, 3100,  44.379, 121.822,  33.839,  24.987,  69.075,  19.187, 88,  0,   3.781,  10.518,   2.922,   6.828,  18.478,   5.133,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:372, 160501918312321,    2.833,   45.000, 3100,  44.236, 126.606,  35.168,  24.915,  71.769,  19.936, 90,  0,   3.837,  10.933,   3.037,   6.825,  19.216,   5.338,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:494, 160502187735714,    2.955,   42.000, 3100,  43.800, 131.950,  36.653,  24.308,  74.735,  20.760, 89,  0,   3.825,  11.400,   3.167,   6.951,  20.065,   5.574,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:617, 160502460321780,    3.078,   54.000, 3100,  46.636, 137.708,  38.252,  27.055,  78.075,  21.688, 91,  0,   4.066,  11.902,   3.306,   7.029,  20.932,   5.815,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:742, 160502735574403,    3.203,   52.000, 3100,  46.033, 143.446,  39.846,  26.471,  81.375,  22.604, 90,  0,   3.927,  12.391,   3.442,   6.871,  21.789,   6.053,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:851, 160502976996438,    3.312,   63.000, 3000,  47.302, 148.618,  41.283,  28.080,  84.446,  23.457, 95,  0,   3.944,  12.823,   3.562,   6.729,  22.525,   6.257,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:43:974, 160503248071333,    3.435,   54.000, 3000,  44.524, 154.084,  42.801,  25.486,  87.574,  24.326, 89,  0,   3.828,  13.293,   3.692,   6.458,  23.318,   6.477,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:082, 160503486411447,    3.543,   44.000, 3100,  42.816, 158.706,  44.085,  23.278,  90.087,  25.024, 88,  0,   3.822,  13.705,   3.807,   6.905,  24.063,   6.684,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:188, 160503720574056,    3.649,   44.000, 3100,  44.509, 163.426,  45.396,  25.019,  92.740,  25.761, 92,  0,   3.836,  14.112,   3.920,   6.925,  24.797,   6.888,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:312, 160503993990149,    3.773,   50.000, 3100,  44.761, 168.969,  46.936,  25.438,  95.890,  26.636, 91,  0,   3.831,  14.586,   4.052,   6.750,  25.633,   7.120,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:420, 160504232631779,    3.881,   46.000, 3100,  44.140, 173.740,  48.261,  24.853,  98.577,  27.382, 89,  0,   3.833,  15.000,   4.167,   6.771,  26.365,   7.324,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:528, 160504471536459,    3.989,   44.000, 3100,  43.637, 178.461,  49.572,  24.468, 101.224,  28.118, 89,  0,   3.755,  15.407,   4.280,   6.639,  27.083,   7.523,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:639, 160504716493864,    4.100,   41.000, 3200,  44.693, 183.419,  50.950,  25.303, 104.031,  28.898, 90,  0,   3.780,  15.826,   4.396,   6.852,  27.843,   7.734,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:748, 160504956203976,    4.209,   42.000, 3200,  45.444, 188.353,  52.320,  25.982, 106.852,  29.681, 90,  0,   3.795,  16.238,   4.511,   6.783,  28.580,   7.939,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:872, 160505230620409,    4.333,   43.000, 3100,  45.335, 193.987,  53.885,  25.920, 110.073,  30.576, 90,  0,   3.838,  16.715,   4.643,   6.913,  29.439,   8.177,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:44:982, 160505473195162,    4.443,   46.000, 3100,  45.546, 198.991,  55.275,  26.007, 112.930,  31.370, 92,  0,   3.950,  17.149,   4.764,   6.917,  30.199,   8.389,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:45:104, 160505743047284,    4.565,   46.000, 3100,  46.694, 204.698,  56.860,  27.264, 116.262,  32.295, 94,  0,   3.889,  17.625,   4.896,   6.936,  31.047,   8.624,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:45:155, 160505855877387,    4.616,  110.000, 3000,  47.451, 207.122,  57.534,  28.283, 117.708,  32.697, 92,  0,   3.742,  17.816,   4.949,   6.633,  31.385,   8.718,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 4.616106
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 207.122375
Cumulative Processor Energy_0 (mWh) = 57.533993
Average Processor Power_0 (Watt) = 44.869498

Cumulative IA Energy_0 (Joules) = 117.707642
Cumulative IA Energy_0 (mWh) = 32.696567
Average IA Power_0 (Watt) = 25.499335

Cumulative DRAM Energy_0 (Joules) = 17.815735
Cumulative DRAM Energy_0 (mWh) = 4.948815
Average DRAM Power_0 (Watt) = 3.859472

Cumulative GT Energy_0 (Joules) = 31.385498
Cumulative GT Energy_0 (mWh) = 8.718194
Average GT Power_0 (Watt) = 6.799128
