System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:47:30:674, 160473881195450,    0.112,   46.000, 3000,  45.336,   5.083,   1.412,  26.153,   2.932,   0.814, 89,  0,   3.734,   0.419,   0.116,   6.711,   0.752,   0.209,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:30:829, 160474223054209,    0.267,   84.000, 3000,  46.022,  12.208,   3.391,  27.068,   7.123,   1.979, 89,  0,   3.918,   1.025,   0.285,   6.322,   1.731,   0.481,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:30:953, 160474496686826,    0.391,   50.000, 3000,  42.958,  17.532,   4.870,  23.519,  10.037,   2.788, 88,  0,   3.840,   1.501,   0.417,   6.864,   2.582,   0.717,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:31:062, 160474737067988,    0.500,   64.000, 3000,  47.233,  22.674,   6.298,  27.844,  13.069,   3.630, 94,  0,   4.014,   1.938,   0.538,   6.697,   3.311,   0.920,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:31:184, 160475006762907,    0.622,   59.000, 3000,  45.248,  28.201,   7.833,  25.883,  16.230,   4.508, 90,  0,   3.994,   2.426,   0.674,   6.750,   4.135,   1.149,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:31:308, 160475280467171,    0.746,   49.000, 3000,  42.976,  33.528,   9.313,  23.546,  19.149,   5.319, 89,  0,   3.869,   2.906,   0.807,   6.866,   4.987,   1.385,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:31:431, 160475553370950,    0.869,   49.000, 3100,  43.852,  38.948,  10.819,  24.477,  22.174,   6.160, 88,  0,   3.856,   3.382,   0.939,   6.967,   5.848,   1.624,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:31:557, 160475829982850,    0.995,   44.000, 3100,  46.142,  44.728,  12.425,  26.395,  25.481,   7.078, 92,  0,   3.988,   3.882,   1.078,   6.915,   6.714,   1.865,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:31:713, 160476176263657,    1.152,   66.000, 3000,  45.067,  51.796,  14.388,  25.981,  29.556,   8.210, 89,  0,   3.960,   4.503,   1.251,   6.659,   7.758,   2.155,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:31:822, 160476416315309,    1.260,   42.000, 3100,  42.961,  56.467,  15.685,  23.530,  32.114,   8.920, 91,  0,   3.795,   4.915,   1.365,   6.819,   8.500,   2.361,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:31:929, 160476652636936,    1.367,   45.000, 3100,  44.373,  61.216,  17.004,  24.852,  34.774,   9.659, 90,  0,   3.850,   5.327,   1.480,   6.968,   9.245,   2.568,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
