System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:47:25:601, 160462679665583,    0.107,   38.000, 3400,  46.559,   4.965,   1.379,  27.596,   2.943,   0.817, 89,  0,   3.365,   0.359,   0.100,   6.436,   0.686,   0.191,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:25:708, 160462916595106,    0.214,   43.000, 3300,  47.901,  10.105,   2.807,  28.588,   6.010,   1.670, 92,  0,   3.823,   0.769,   0.214,   6.899,   1.427,   0.396,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:25:831, 160463188393977,    0.337,   47.000, 3200,  46.850,  15.872,   4.409,  27.436,   9.388,   2.608, 90,  0,   3.800,   1.237,   0.344,   6.859,   2.271,   0.631,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:25:953, 160463457300279,    0.459,   50.000, 3200,  47.063,  21.604,   6.001,  27.411,  12.726,   3.535, 91,  0,   3.926,   1.715,   0.476,   6.961,   3.119,   0.866,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:26:076, 160463728978559,    0.582,   45.000, 3200,  45.926,  27.254,   7.571,  26.317,  15.964,   4.434, 91,  0,   3.870,   2.191,   0.609,   7.045,   3.985,   1.107,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:26:186, 160463972160538,    0.692,   45.000, 3100,  44.528,  32.159,   8.933,  25.141,  18.733,   5.204, 92,  0,   3.816,   2.611,   0.725,   6.860,   4.741,   1.317,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:26:309, 160464242090158,    0.814,   46.000, 3200,  44.821,  37.638,  10.455,  25.150,  21.808,   6.058, 90,  0,   3.847,   3.082,   0.856,   6.848,   5.578,   1.549,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:26:433, 160464517150485,    0.939,   50.000, 3100,  46.031,  43.372,  12.048,  26.643,  25.127,   6.980, 90,  0,   3.905,   3.568,   0.991,   7.007,   6.451,   1.792,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:26:556, 160464789615725,    1.062,   50.000, 3100,  45.778,  49.021,  13.617,  26.073,  28.344,   7.873, 90,  0,   3.991,   4.061,   1.128,   6.849,   7.296,   2.027,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:26:678, 160465058716216,    1.184,   64.000, 3000,  47.552,  54.817,  15.227,  28.273,  31.790,   8.830, 93,  0,   4.249,   4.578,   1.272,   6.853,   8.131,   2.259,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:26:806, 160465341118606,    1.312,   84.000, 2900,  47.755,  60.924,  16.923,  28.444,  35.428,   9.841, 94,  0,   4.243,   5.121,   1.423,   6.576,   8.972,   2.492,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:26:922, 160465597248633,    1.428,   59.000, 2900,  43.719,  65.996,  18.332,  24.752,  38.299,  10.639, 92,  0,   4.042,   5.590,   1.553,   6.332,   9.707,   2.696,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:27:045, 160465869059216,    1.551,   51.000, 3000,  43.024,  71.292,  19.803,  23.566,  41.200,  11.444, 89,  0,   3.995,   6.082,   1.689,   6.909,  10.557,   2.933,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:27:202, 160466214896698,    1.708,   59.000, 3000,  43.782,  78.150,  21.708,  24.060,  44.968,  12.491, 89,  0,   4.112,   6.726,   1.868,   6.921,  11.641,   3.234,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:27:326, 160466489535405,    1.832,   56.000, 3000,  44.453,  83.679,  23.244,  24.977,  48.075,  13.354, 91,  0,   4.101,   7.236,   2.010,   6.936,  12.504,   3.473,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:27:452, 160466767278173,    1.958,   61.000, 3100,  44.934,  89.331,  24.814,  25.258,  51.252,  14.237, 89,  0,   4.019,   7.742,   2.150,   6.909,  13.373,   3.715,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:27:561, 160467008113145,    2.067,   41.000, 3100,  45.264,  94.268,  26.186,  25.966,  54.085,  15.023, 92,  0,   3.931,   8.170,   2.270,   6.773,  14.112,   3.920,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:27:730, 160467381126519,    2.236,   64.000, 3000,  46.067, 102.051,  28.347,  26.560,  58.571,  16.270, 91,  0,   3.937,   8.835,   2.454,   6.898,  15.277,   4.244,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:27:886, 160467725714695,    2.392,   75.000, 3000,  46.127, 109.249,  30.347,  26.828,  62.758,  17.433, 91,  0,   3.973,   9.455,   2.627,   6.726,  16.327,   4.535,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:47:28:024, 160468030002407,    2.530,   57.000, 3000,  44.033, 115.318,  32.033,  24.468,  66.130,  18.370, 89,  0,   3.966,  10.002,   2.778,   6.846,  17.270,   4.797,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
