System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:42:51:189, 159856775960362,    0.107,   38.000, 3400,  49.636,   5.309,   1.475,  30.604,   3.273,   0.909, 90,  0,   3.394,   0.363,   0.101,   6.594,   0.705,   0.196,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:51:296, 159857012472853,    0.214,   51.000, 3200,  50.286,  10.695,   2.971,  31.212,   6.617,   1.838, 93,  0,   3.749,   0.765,   0.212,   6.631,   1.416,   0.393,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:51:403, 159857249771981,    0.322,   43.000, 3200,  46.672,  15.711,   4.364,  27.345,   9.555,   2.654, 89,  0,   3.649,   1.157,   0.321,   6.630,   2.128,   0.591,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:51:526, 159857520230203,    0.444,   67.000, 3000,  49.140,  21.730,   6.036,  30.137,  13.247,   3.680, 91,  0,   3.830,   1.626,   0.452,   6.635,   2.941,   0.817,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:51:647, 159857787708761,    0.565,   47.000, 3100,  43.444,  26.993,   7.498,  24.478,  16.212,   4.503, 90,  0,   3.628,   2.065,   0.574,   6.553,   3.735,   1.037,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:51:772, 159858063255943,    0.690,   57.000, 3000,  46.433,  32.788,   9.108,  26.852,  19.563,   5.434, 90,  0,   3.953,   2.559,   0.711,   6.892,   4.595,   1.276,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:51:897, 159858339344780,    0.815,   47.000, 3000,  43.233,  38.193,  10.609,  23.763,  22.534,   6.260, 88,  0,   3.665,   3.017,   0.838,   6.963,   5.465,   1.518,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:52:006, 159858580996319,    0.924,   37.000, 3100,  45.387,  43.161,  11.989,  26.250,  25.407,   7.058, 89,  0,   3.629,   3.414,   0.948,   6.845,   6.214,   1.726,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:52:177, 159858957854292,    1.095,   90.000, 2900,  48.070,  51.365,  14.268,  28.710,  30.307,   8.419, 92,  0,   3.825,   4.067,   1.130,   6.739,   7.365,   2.046,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:52:304, 159859237636153,    1.222,   71.000, 2900,  45.519,  57.133,  15.870,  26.261,  33.635,   9.343, 92,  0,   3.802,   4.549,   1.264,   6.624,   8.204,   2.279,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
