System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:41:47:627, 159716431674376,    0.167,   69.000, 3500,  51.476,   8.597,   2.388,  31.760,   5.304,   1.473, 96,  0,   3.955,   0.660,   0.183,   7.124,   1.190,   0.330,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:47:735, 159716671744803,    0.276,   56.000, 3100,  54.688,  14.543,   4.040,  35.631,   9.178,   2.550, 96,  0,   3.702,   1.063,   0.295,   6.347,   1.880,   0.522,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:47:858, 159716940595612,    0.397,   79.000, 3000,  51.011,  20.754,   5.765,  31.038,  12.958,   3.599, 97,  0,   4.212,   1.576,   0.438,   7.072,   2.741,   0.761,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:47:995, 159717244296339,    0.535,   68.000, 3600,  49.716,  27.593,   7.665,  31.045,  17.228,   4.785, 93,  0,   3.833,   2.103,   0.584,   6.348,   3.614,   1.004,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:48:148, 159717580417614,    0.687,   73.000, 3100,  51.253,  35.395,   9.832,  31.669,  22.049,   6.125, 96,  0,   4.129,   2.732,   0.759,   6.545,   4.610,   1.281,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:48:314, 159717948646652,    0.854,   94.000, 3100,  51.731,  44.022,  12.228,  32.418,  27.455,   7.626, 95,  0,   4.096,   3.415,   0.949,   6.817,   5.747,   1.596,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:48:452, 159718253870859,    0.992,   59.000, 3100,  52.608,  51.294,  14.248,  32.807,  31.990,   8.886, 94,  0,   4.068,   3.977,   1.105,   6.829,   6.691,   1.859,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:48:695, 159718790739797,    1.235,  128.000, 2900,  49.648,  63.366,  17.602,  30.604,  39.431,  10.953, 95,  0,   4.271,   5.015,   1.393,   6.314,   8.227,   2.285,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:48:883, 159719205308880,    1.423,   84.000, 3100,  48.884,  72.544,  20.151,  30.006,  45.065,  12.518, 94,  0,   4.102,   5.786,   1.607,   6.328,   9.415,   2.615,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:41:49:098, 159719679413343,    1.638,  107.000, 3100,  49.017,  83.069,  23.075,  30.030,  51.513,  14.309, 94,  0,   4.093,   6.664,   1.851,   6.242,  10.755,   2.988,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
