System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:43:22:991, 159926995517862,    0.109,   46.000, 3200,  47.539,   5.186,   1.441,  28.591,   3.119,   0.866, 90,  0,   3.435,   0.375,   0.104,   6.611,   0.721,   0.200,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:23:114, 159927266061607,    0.232,   49.000, 3100,  45.718,  10.788,   2.997,  26.356,   6.348,   1.763, 90,  0,   3.674,   0.825,   0.229,   6.719,   1.544,   0.429,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:23:224, 159927509515924,    0.342,   49.000, 3100,  43.992,  15.638,   4.344,  25.200,   9.127,   2.535, 90,  0,   3.466,   1.207,   0.335,   6.530,   2.265,   0.629,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:23:376, 159927845494139,    0.494,   67.000, 3000,  47.214,  22.823,   6.340,  28.091,  13.401,   3.723, 92,  0,   3.755,   1.779,   0.494,   6.618,   3.272,   0.909,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:23:499, 159928118115696,    0.618,   45.000, 3100,  44.547,  28.323,   7.867,  24.981,  16.486,   4.579, 90,  0,   3.668,   2.231,   0.620,   6.869,   4.120,   1.144,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:23:609, 159928360263984,    0.727,   41.000, 3100,  43.659,  33.111,   9.197,  24.544,  19.177,   5.327, 88,  0,   3.580,   2.624,   0.729,   6.886,   4.875,   1.354,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:23:717, 159928598759660,    0.835,   39.000, 3100,  43.002,  37.756,  10.488,  23.879,  21.757,   6.043, 87,  0,   3.536,   3.006,   0.835,   6.716,   5.600,   1.556,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:23:826, 159928838970565,    0.944,   38.000, 3200,  44.806,  42.630,  11.842,  25.516,  24.532,   6.815, 88,  0,   3.545,   3.392,   0.942,   6.770,   6.337,   1.760,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:23:949, 159929110292563,    1.067,   62.000, 3000,  49.311,  48.689,  13.525,  30.136,  28.236,   7.843, 94,  0,   3.946,   3.876,   1.077,   6.560,   7.143,   1.984,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:24:103, 159929449975745,    1.221,   82.000, 2900,  47.399,  55.981,  15.550,  28.144,  32.565,   9.046, 90,  0,   3.941,   4.483,   1.245,   6.587,   8.156,   2.266,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
