System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:43:12:392, 159903592532866,    0.110,   40.000, 3200,  44.192,   4.843,   1.345,  25.514,   2.796,   0.777, 91,  0,   3.348,   0.367,   0.102,   6.573,   0.720,   0.200,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:12:517, 159903868189423,    0.234,   47.000, 3200,  46.549,  10.654,   2.959,  27.210,   6.193,   1.720, 89,  0,   3.663,   0.824,   0.229,   6.777,   1.566,   0.435,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:12:641, 159904143003581,    0.359,   65.000, 3000,  49.999,  16.877,   4.688,  30.812,  10.028,   2.786, 95,  0,   3.830,   1.301,   0.361,   6.837,   2.417,   0.671,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:12:765, 159904416744168,    0.483,   47.000, 3100,  43.006,  22.209,   6.169,  23.869,  12.987,   3.607, 90,  0,   3.581,   1.745,   0.485,   6.609,   3.237,   0.899,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:12:872, 159904652949815,    0.590,   56.000, 3000,  46.272,  27.159,   7.544,  26.931,  15.868,   4.408, 89,  0,   3.921,   2.164,   0.601,   6.786,   3.962,   1.101,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:12:997, 159904928842700,    0.715,   65.000, 3000,  46.979,  33.029,   9.175,  27.517,  19.306,   5.363, 91,  0,   3.913,   2.653,   0.737,   6.850,   4.818,   1.338,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:13:104, 159905165540908,    0.822,   48.000, 3000,  44.400,  37.788,  10.497,  24.596,  21.943,   6.095, 90,  0,   3.759,   3.056,   0.849,   6.894,   5.557,   1.544,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:13:227, 159905436563287,    0.945,   42.000, 3100,  42.144,  42.961,  11.934,  22.988,  24.765,   6.879, 88,  0,   3.597,   3.498,   0.972,   6.926,   6.408,   1.780,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:13:351, 159905710402304,    1.069,   62.000, 3000,  47.157,  48.810,  13.558,  27.856,  28.219,   7.839, 92,  0,   3.799,   3.969,   1.102,   6.796,   7.250,   2.014,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:13:475, 159905984208543,    1.193,   68.000, 2900,  46.738,  54.606,  15.168,  27.312,  31.606,   8.780, 93,  0,   3.866,   4.448,   1.236,   6.821,   8.096,   2.249,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:13:583, 159906222838696,    1.301,   51.000, 3000,  43.202,  59.275,  16.465,  24.063,  34.207,   9.502, 89,  0,   3.629,   4.840,   1.345,   6.736,   8.824,   2.451,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:13:705, 159906492211626,    1.423,   54.000, 3000,  44.699,  64.728,  17.980,  25.138,  37.274,  10.354, 89,  0,   3.748,   5.298,   1.472,   7.024,   9.681,   2.689,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:13:813, 159906729875482,    1.530,   48.000, 3000,  44.108,  69.475,  19.299,  24.478,  39.909,  11.086, 89,  0,   3.794,   5.706,   1.585,   6.920,  10.426,   2.896,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:13:953, 159907038545672,    1.670,   63.000, 3000,  45.708,  75.865,  21.074,  26.438,  43.604,  12.112, 91,  0,   3.835,   6.242,   1.734,   6.664,  11.358,   3.155,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:14:074, 159907306628181,    1.792,   51.000, 3000,  44.429,  81.260,  22.572,  25.015,  46.641,  12.956, 88,  0,   3.780,   6.701,   1.861,   7.013,  12.209,   3.391,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:14:213, 159907613394620,    1.931,   46.000, 3100,  42.872,  87.216,  24.227,  23.504,  49.907,  13.863, 90,  0,   3.598,   7.201,   2.000,   6.855,  13.161,   3.656,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:14:322, 159907853096229,    2.039,   41.000, 3100,  44.790,  92.078,  25.577,  25.135,  52.636,  14.621, 88,  0,   3.679,   7.600,   2.111,   6.972,  13.918,   3.866,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:14:461, 159908160424592,    2.178,   46.000, 3100,  44.390,  98.257,  27.294,  24.973,  56.112,  15.587, 92,  0,   3.666,   8.111,   2.253,   6.954,  14.886,   4.135,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:14:584, 159908433073179,    2.302,   51.000, 3100,  45.233, 103.842,  28.845,  25.990,  59.321,  16.478, 90,  0,   3.735,   8.572,   2.381,   6.925,  15.742,   4.373,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:14:712, 159908714168142,    2.429,   76.000, 2900,  49.147, 110.099,  30.583,  29.941,  63.133,  17.537, 91,  0,   3.929,   9.072,   2.520,   6.379,  16.554,   4.598,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:14:836, 159908988676388,    2.553,   64.000, 3000,  44.078, 115.579,  32.105,  25.402,  66.291,  18.414, 89,  0,   3.631,   9.523,   2.645,   6.343,  17.342,   4.817,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:14:946, 159909231906090,    2.664,   46.000, 3000,  42.760, 120.290,  33.414,  23.537,  68.883,  19.134, 88,  0,   3.604,   9.920,   2.756,   6.821,  18.094,   5.026,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:15:053, 159909468119046,    2.771,   50.000, 3000,  44.458, 125.046,  34.735,  24.777,  71.534,  19.871, 90,  0,   3.771,  10.324,   2.868,   7.097,  18.853,   5.237,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:43:15:163, 159909710233202,    2.880,   44.000, 3100,  44.200, 129.892,  36.081,  24.843,  74.258,  20.627, 91,  0,   3.612,  10.720,   2.978,   6.771,  19.595,   5.443,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
