System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:42:09:290, 159764263486805,    0.109,   46.000, 3200,  48.442,   5.260,   1.461,  29.619,   3.216,   0.893, 89,  0,   3.444,   0.374,   0.104,   6.625,   0.719,   0.200,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:09:414, 159764536828318,    0.232,   43.000, 3200,  45.249,  10.862,   3.017,  26.042,   6.440,   1.789, 91,  0,   3.601,   0.820,   0.228,   6.700,   1.549,   0.430,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:09:538, 159764811068392,    0.357,   45.000, 3100,  45.857,  16.558,   4.599,  26.709,   9.758,   2.710, 91,  0,   3.645,   1.272,   0.353,   6.716,   2.383,   0.662,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:09:645, 159765047049744,    0.463,   39.000, 3200,  43.772,  21.236,   5.899,  24.665,  12.394,   3.443, 89,  0,   3.559,   1.653,   0.459,   6.653,   3.094,   0.859,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:09:769, 159765319927577,    0.587,   40.000, 3200,  43.948,  26.667,   7.408,  24.702,  15.447,   4.291, 88,  0,   3.494,   2.085,   0.579,   6.651,   3.916,   1.088,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:09:892, 159765592935929,    0.711,   38.000, 3200,  43.950,  32.101,   8.917,  25.177,  18.560,   5.155, 94,  0,   3.476,   2.514,   0.698,   6.599,   4.732,   1.314,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:10:017, 159765868722891,    0.836,   43.000, 3200,  45.643,  37.802,  10.501,  26.380,  21.855,   6.071, 88,  0,   3.627,   2.967,   0.824,   6.772,   5.578,   1.549,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:10:142, 159766143908435,    0.960,   51.000, 3100,  47.773,  43.756,  12.155,  28.542,  25.412,   7.059, 97,  0,   3.650,   3.422,   0.951,   6.595,   6.400,   1.778,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:10:264, 159766414229280,    1.083,   79.000, 3000,  49.229,  49.783,  13.829,  30.208,  29.110,   8.086, 92,  0,   4.035,   3.916,   1.088,   6.549,   7.201,   2.000,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:10:373, 159766653506602,    1.191,   69.000, 2900,  46.050,  54.774,  15.215,  26.401,  31.971,   8.881, 90,  0,   3.951,   4.344,   1.207,   6.742,   7.932,   2.203,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
