System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:42:30:234, 159810506510171,    0.105,   35.000, 3500,  50.216,   5.253,   1.459,  31.113,   3.254,   0.904, 91,  0,   3.325,   0.348,   0.097,   6.616,   0.692,   0.192,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:30:356, 159810778387091,    0.228,   41.000, 3300,  50.231,  11.438,   3.177,  31.092,   7.083,   1.967, 90,  0,   3.610,   0.792,   0.220,   6.707,   1.518,   0.422,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:30:480, 159811049524119,    0.351,   39.000, 3300,  46.430,  17.139,   4.761,  27.156,  10.418,   2.894, 91,  0,   3.550,   1.228,   0.341,   6.748,   2.346,   0.652,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:30:604, 159811324314816,    0.475,   40.000, 3200,  46.485,  22.924,   6.368,  27.491,  13.839,   3.844, 89,  0,   3.562,   1.671,   0.464,   6.725,   3.183,   0.884,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:30:727, 159811596128933,    0.598,   50.000, 3100,  47.124,  28.725,   7.979,  27.839,  17.266,   4.796, 90,  0,   3.647,   2.120,   0.589,   6.812,   4.022,   1.117,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:30:852, 159811871859053,    0.723,   45.000, 3100,  44.768,  34.316,   9.532,  25.214,  20.415,   5.671, 89,  0,   3.684,   2.580,   0.717,   6.975,   4.893,   1.359,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:30:975, 159812144292061,    0.846,   45.000, 3200,  44.901,  39.856,  11.071,  25.730,  23.589,   6.553, 90,  0,   3.632,   3.029,   0.841,   6.904,   5.745,   1.596,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:31:084, 159812384273274,    0.955,   44.000, 3100,  45.307,  44.780,  12.439,  25.741,  26.387,   7.330, 88,  0,   3.647,   3.425,   0.951,   6.904,   6.495,   1.804,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:31:193, 159812624482154,    1.064,   73.000, 3000,  50.077,  50.228,  13.952,  30.750,  29.732,   8.259, 93,  0,   3.901,   3.849,   1.069,   6.635,   7.217,   2.005,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:31:315, 159812894789465,    1.186,   55.000, 3000,  45.997,  55.859,  15.516,  26.810,  33.014,   9.171, 93,  0,   3.810,   4.316,   1.199,   6.833,   8.054,   2.237,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:31:440, 159813169693242,    1.311,   53.000, 3000,  45.287,  61.498,  17.083,  25.513,  36.191,  10.053, 90,  0,   3.737,   4.781,   1.328,   7.046,   8.931,   2.481,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:31:577, 159813474282931,    1.449,   51.000, 3000,  44.638,  67.655,  18.793,  25.201,  39.667,  11.019, 90,  0,   3.803,   5.306,   1.474,   6.880,   9.880,   2.744,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:31:746, 159813847710101,    1.618,   61.000, 3000,  44.886,  75.247,  20.902,  25.740,  44.021,  12.228, 88,  0,   3.776,   5.944,   1.651,   6.657,  11.006,   3.057,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:31:871, 159814123136521,    1.743,   57.000, 2900,  46.294,  81.021,  22.506,  26.874,  47.373,  13.159, 92,  0,   3.884,   6.429,   1.786,   6.747,  11.847,   3.291,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:069, 159814559134731,    1.940,   85.000, 2800,  45.524,  90.010,  25.003,  26.901,  52.685,  14.635, 90,  0,   3.645,   7.148,   1.986,   6.264,  13.084,   3.635,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:194, 159814835015411,    2.065,   63.000, 2900,  44.221,  95.536,  26.538,  25.125,  55.824,  15.507, 88,  0,   3.651,   7.605,   2.112,   6.588,  13.907,   3.863,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:301, 159815071829272,    2.172,   45.000, 3000,  41.503,  99.987,  27.774,  22.155,  58.200,  16.167, 87,  0,   3.675,   7.999,   2.222,   6.931,  14.651,   4.070,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:424, 159815343568386,    2.295,   46.000, 3000,  42.901, 105.267,  29.241,  23.617,  61.107,  16.974, 87,  0,   3.602,   8.442,   2.345,   6.874,  15.497,   4.305,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:532, 159815581299759,    2.403,   51.000, 3000,  45.264, 110.140,  30.595,  25.702,  63.874,  17.743, 88,  0,   3.805,   8.852,   2.459,   6.838,  16.233,   4.509,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:639, 159815816668975,    2.510,   51.000, 3000,  44.842, 114.920,  31.922,  25.430,  66.585,  18.496, 91,  0,   3.825,   9.259,   2.572,   6.737,  16.951,   4.709,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:762, 159816089466765,    2.633,   48.000, 3100,  43.890, 120.343,  33.429,  24.765,  69.644,  19.346, 89,  0,   3.697,   9.716,   2.699,   6.782,  17.789,   4.941,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:872, 159816331471949,    2.743,   44.000, 3100,  45.573, 125.338,  34.816,  25.805,  72.473,  20.131, 89,  0,   3.715,  10.123,   2.812,   7.108,  18.568,   5.158,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:32:995, 159816602909958,    2.866,   46.000, 3100,  44.943, 130.863,  36.351,  25.630,  75.624,  21.007, 90,  0,   3.619,  10.568,   2.936,   6.821,  19.407,   5.391,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:33:118, 159816875157325,    2.989,   46.000, 3100,  45.030, 136.415,  37.893,  25.744,  78.798,  21.888, 88,  0,   3.656,  11.019,   3.061,   6.879,  20.255,   5.626,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:33:242, 159817149342231,    3.113,   48.000, 3100,  45.130, 142.019,  39.450,  25.866,  82.010,  22.780, 88,  0,   3.691,  11.477,   3.188,   6.865,  21.107,   5.863,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:33:366, 159817421917245,    3.237,   40.000, 3100,  44.415, 147.502,  40.973,  24.773,  85.068,  23.630, 90,  0,   3.652,  11.928,   3.313,   6.919,  21.962,   6.100,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:33:475, 159817665027905,    3.347,   43.000, 3100,  44.446, 152.396,  42.332,  25.027,  87.823,  24.395, 89,  0,   3.669,  12.332,   3.426,   6.964,  22.728,   6.313,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:33:584, 159817902926069,    3.454,   42.000, 3100,  43.525, 157.086,  43.635,  24.397,  90.452,  25.126, 89,  0,   3.588,  12.719,   3.533,   6.929,  23.475,   6.521,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:33:709, 159818179040569,    3.579,   43.000, 3100,  44.228, 162.616,  45.171,  24.907,  93.567,  25.991, 89,  0,   3.624,  13.172,   3.659,   6.785,  24.323,   6.756,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:33:820, 159818424379542,    3.691,   53.000, 3100,  46.549, 167.789,  46.608,  27.171,  96.586,  26.829, 93,  0,   3.725,  13.586,   3.774,   6.677,  25.065,   6.963,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:33:973, 159818763675545,    3.844,   64.000, 3000,  45.888, 174.840,  48.567,  26.965, 100.729,  27.980, 90,  0,   3.743,  14.161,   3.934,   6.570,  26.075,   7.243,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:34:082, 159819004820295,    3.953,   47.000, 3100,  45.211, 179.778,  49.938,  25.999, 103.569,  28.769, 92,  0,   3.705,  14.566,   4.046,   6.719,  26.809,   7.447,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:42:34:204, 159819273597500,    4.075,   47.000, 3000,  44.970, 185.252,  51.459,  25.958, 106.729,  29.647, 90,  0,   3.531,  14.995,   4.165,   6.551,  27.606,   7.668,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
