System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:22:52:220, 157209444257470,    0.109,   65.000, 2900,  46.697,   5.081,   1.411,  27.248,   2.965,   0.824, 94,  0,   3.893,   0.424,   0.118,   7.149,   0.778,   0.216,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:52:346, 157209722716934,    0.235,   70.000, 2900,  44.104,  10.643,   2.956,  24.481,   6.052,   1.681, 90,  0,   3.916,   0.917,   0.255,   7.035,   1.665,   0.463,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:52:471, 157209997867813,    0.360,   98.000, 2900,  47.207,  16.526,   4.590,  27.304,   9.455,   2.626, 92,  0,   4.115,   1.430,   0.397,   7.096,   2.549,   0.708,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:52:592, 157210265190002,    0.481,   78.000, 2900,  45.929,  22.086,   6.135,  26.534,  12.667,   3.519, 92,  0,   4.031,   1.918,   0.533,   6.754,   3.367,   0.935,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:52:715, 157210537589677,    0.604,   82.000, 2800,  45.164,  27.658,   7.683,  25.613,  15.827,   4.396, 91,  0,   4.136,   2.429,   0.675,   6.995,   4.230,   1.175,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:52:856, 157210847666846,    0.744,   91.000, 2800,  44.561,  33.916,   9.421,  24.575,  19.278,   5.355, 91,  0,   4.243,   3.024,   0.840,   7.043,   5.219,   1.450,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:52:980, 157211121956327,    0.869,   76.000, 2900,  43.889,  39.368,  10.936,  23.922,  22.250,   6.181, 89,  0,   4.138,   3.539,   0.983,   7.364,   6.134,   1.704,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:53:119, 157211428425989,    1.007,   67.000, 2800,  45.804,  45.726,  12.702,  25.570,  25.799,   7.166, 90,  0,   4.140,   4.113,   1.143,   7.426,   7.165,   1.990,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:53:177, 157211556937195,    1.066,   83.000, 2800,  42.876,  48.221,  13.395,  22.996,  27.137,   7.538, 89,  0,   3.917,   4.341,   1.206,   7.407,   7.596,   2.110,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 1.065635
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 48.221191
Cumulative Processor Energy_0 (mWh) = 13.394775
Average Processor Power_0 (Watt) = 45.251140

Cumulative IA Energy_0 (Joules) = 27.137451
Cumulative IA Energy_0 (mWh) = 7.538181
Average IA Power_0 (Watt) = 25.465995

Cumulative DRAM Energy_0 (Joules) = 4.341064
Cumulative DRAM Energy_0 (mWh) = 1.205851
Average DRAM Power_0 (Watt) = 4.073689

Cumulative GT Energy_0 (Joules) = 7.595764
Cumulative GT Energy_0 (mWh) = 2.109934
Average GT Power_0 (Watt) = 7.127924
