System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:19:02:861, 156703017789302,    0.112,   48.000, 3400,  51.357,   5.768,   1.602,  32.556,   3.656,   1.016, 95,  0,   3.482,   0.391,   0.109,   6.558,   0.737,   0.205,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:02:984, 156703289389904,    0.235,   47.000, 3400,  51.807,  12.141,   3.372,  32.389,   7.641,   2.122, 95,  0,   3.673,   0.843,   0.234,   6.875,   1.582,   0.439,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:03:092, 156703526505186,    0.343,   45.000, 3200,  53.913,  17.930,   4.981,  34.157,  11.309,   3.141, 96,  0,   3.713,   1.242,   0.345,   6.950,   2.329,   0.647,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:03:215, 156703798902545,    0.466,   49.000, 3700,  49.200,  24.000,   6.667,  29.871,  14.994,   4.165, 93,  0,   3.701,   1.698,   0.472,   6.932,   3.184,   0.884,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:03:323, 156704037318940,    0.574,   46.000, 3500,  51.868,  29.601,   8.222,  32.649,  18.519,   5.144, 95,  0,   3.620,   2.089,   0.580,   6.717,   3.909,   1.086,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:03:432, 156704278071540,    0.683,   44.000, 3500,  53.132,  35.394,   9.832,  34.052,  22.232,   6.176, 95,  0,   3.609,   2.483,   0.690,   6.700,   4.640,   1.289,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:03:557, 156704553105208,    0.808,   43.000, 3500,  53.303,  42.034,  11.676,  33.770,  26.438,   7.344, 95,  0,   3.593,   2.930,   0.814,   6.870,   5.495,   1.527,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:03:664, 156704789183178,    0.915,   43.000, 3600,  51.646,  47.555,  13.210,  32.357,  29.898,   8.305, 95,  0,   3.524,   3.307,   0.919,   6.785,   6.221,   1.728,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:03:772, 156705028539719,    1.023,   46.000, 3100,  51.997,  53.192,  14.776,  32.865,  33.461,   9.295, 96,  0,   3.675,   3.705,   1.029,   6.787,   6.957,   1.932,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:03:895, 156705299742103,    1.146,   51.000, 3400,  50.421,  59.385,  16.496,  30.771,  37.240,  10.344, 94,  0,   3.712,   4.161,   1.156,   7.024,   7.819,   2.172,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:04:002, 156705535563303,    1.253,   55.000, 3400,  50.286,  64.756,  17.988,  30.718,  40.521,  11.256, 94,  0,   3.817,   4.569,   1.269,   6.980,   8.565,   2.379,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:04:125, 156705807706231,    1.376,   32.000, 3200,  49.203,  70.820,  19.672,  29.710,  44.183,  12.273, 96,  0,   3.687,   5.023,   1.395,   7.009,   9.429,   2.619,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:19:04:251, 156706087545241,    1.503,  240.000, 3100,  37.918,  75.626,  21.007,  20.146,  46.736,  12.982, 94,  0,   2.394,   5.327,   1.480,   5.768,  10.160,   2.822,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 1.502594
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 75.625916
Cumulative Processor Energy_0 (mWh) = 21.007199
Average Processor Power_0 (Watt) = 50.330252

Cumulative IA Energy_0 (Joules) = 46.735901
Cumulative IA Energy_0 (mWh) = 12.982195
Average IA Power_0 (Watt) = 31.103487

Cumulative DRAM Energy_0 (Joules) = 5.326904
Cumulative DRAM Energy_0 (mWh) = 1.479696
Average DRAM Power_0 (Watt) = 3.545140

Cumulative GT Energy_0 (Joules) = 10.159790
Cumulative GT Energy_0 (mWh) = 2.822164
Average GT Power_0 (Watt) = 6.761502
