System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
07:25:37:066, 181419906092787,    0.139,   30.000, 3600,  38.040,   5.277,   1.466,  31.726,   4.401,   1.223, 95,  0,   2.161,   0.300,   0.083,   4.891,   0.679,   0.188,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:25:37:173, 181420141063109,    0.245,   13.000, 3600,  25.940,   8.038,   2.233,  19.605,   6.488,   1.802, 97,  0,   1.647,   0.475,   0.132,   4.801,   1.190,   0.330,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:25:37:295, 181420409877277,    0.367,   16.000, 3900,  27.162,  11.345,   3.151,  21.249,   9.075,   2.521, 93,  0,   1.747,   0.688,   0.191,   4.464,   1.733,   0.481,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:25:37:412, 181420668365481,    0.484,   14.000, 3900,  25.885,  14.375,   3.993,  20.489,  11.473,   3.187, 78,  0,   1.640,   0.880,   0.244,   4.035,   2.205,   0.613,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:25:37:528, 181420926174790,    0.601,   15.000, 3900,  27.714,  17.611,   4.892,  22.441,  14.094,   3.915, 84,  0,   1.713,   1.080,   0.300,   3.988,   2.671,   0.742,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:25:37:689, 181421280622802,    0.761,   19.000, 3900,  28.015,  22.108,   6.141,  22.637,  17.727,   4.924, 94,  0,   1.587,   1.335,   0.371,   4.011,   3.315,   0.921,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:25:37:801, 181421527861945,    0.873,   27.000, 3600,  42.191,  26.832,   7.453,  36.654,  21.832,   6.064, 96,  0,   2.072,   1.567,   0.435,   3.691,   3.728,   1.036,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:25:37:938, 181421830922760,    1.010,   14.000, 3900,  25.498,  30.332,   8.426,  20.802,  24.687,   6.857, 78,  0,   1.623,   1.789,   0.497,   3.354,   4.189,   1.163,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:25:37:938, 181421832254715,    1.011,   22.000, 3900,  47.959,  30.361,   8.434,  40.067,  24.711,   6.864, 78,  0,   3.238,   1.791,   0.498,   3.541,   4.191,   1.164,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 1.011087
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 30.361084
Cumulative Processor Energy_0 (mWh) = 8.433634
Average Processor Power_0 (Watt) = 30.028175

Cumulative IA Energy_0 (Joules) = 24.710999
Cumulative IA Energy_0 (mWh) = 6.864166
Average IA Power_0 (Watt) = 24.440043

Cumulative DRAM Energy_0 (Joules) = 1.791382
Cumulative DRAM Energy_0 (mWh) = 0.497606
Average DRAM Power_0 (Watt) = 1.771739

Cumulative GT Energy_0 (Joules) = 4.190674
Cumulative GT Energy_0 (mWh) = 1.164076
Average GT Power_0 (Watt) = 4.144723
