System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:28:46:771, 157992295815885,    0.123,   61.000, 3100,  48.547,   5.981,   1.661,  29.395,   3.621,   1.006, 92,  0,   3.561,   0.439,   0.122,   6.398,   0.788,   0.219,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:46:895, 157992568455953,    0.247,   80.000, 2100,  47.722,  11.873,   3.298,  28.300,   7.116,   1.977, 91,  0,   4.190,   0.956,   0.266,   6.824,   1.631,   0.453,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:47:033, 157992874801316,    0.385,   83.000, 2400,  36.499,  16.937,   4.705,  17.717,   9.574,   2.659, 88,  0,   3.679,   1.467,   0.407,   6.262,   2.500,   0.694,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:47:172, 157993181281542,    0.524,   72.000, 2600,  40.299,  22.531,   6.259,  21.264,  12.525,   3.479, 87,  0,   3.858,   2.002,   0.556,   6.422,   3.391,   0.942,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:47:340, 157993551516326,    0.692,   91.000, 2700,  42.207,  29.608,   8.225,  23.154,  16.408,   4.558, 89,  0,   3.898,   2.656,   0.738,   6.641,   4.505,   1.251,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:47:449, 157993791467951,    0.801,   62.000, 2800,  42.475,  34.224,   9.507,  23.675,  18.981,   5.272, 89,  0,   3.796,   3.068,   0.852,   6.172,   5.175,   1.438,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:47:604, 157994134028093,    0.956,   86.000, 2800,  44.355,  41.106,  11.418,  25.601,  22.953,   6.376, 90,  0,   3.767,   3.653,   1.015,   6.281,   6.150,   1.708,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:47:727, 157994404846562,    1.078,   32.000, 2900,  35.801,  45.497,  12.638,  17.060,  25.045,   6.957, 86,  0,   2.970,   4.017,   1.116,   6.389,   6.933,   1.926,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:47:727, 157994406582323,    1.079,   22.000, 2900,  38.277,  45.527,  12.646,  14.985,  25.057,   6.960, 86,  0,   2.252,   4.019,   1.116,   4.891,   6.937,   1.927,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 1.079155
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 45.526855
Cumulative Processor Energy_0 (mWh) = 12.646349
Average Processor Power_0 (Watt) = 42.187515

Cumulative IA Energy_0 (Joules) = 25.056702
Cumulative IA Energy_0 (mWh) = 6.960195
Average IA Power_0 (Watt) = 23.218823

Cumulative DRAM Energy_0 (Joules) = 4.018677
Cumulative DRAM Energy_0 (mWh) = 1.116299
Average DRAM Power_0 (Watt) = 3.723912

Cumulative GT Energy_0 (Joules) = 6.937317
Cumulative GT Energy_0 (mWh) = 1.927032
Average GT Power_0 (Watt) = 6.428473
