System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:28:49:085, 157997403431301,    0.111,   52.000, 3100,  46.528,   5.177,   1.438,  27.831,   3.096,   0.860, 91,  0,   3.448,   0.384,   0.107,   6.405,   0.713,   0.198,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:49:208, 157997675240427,    0.234,   57.000, 3000,  45.446,  10.771,   2.992,  26.155,   6.316,   1.755, 89,  0,   3.762,   0.847,   0.235,   6.780,   1.547,   0.430,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:49:317, 157997915723660,    0.343,   50.000, 3000,  43.900,  15.552,   4.320,  24.659,   9.002,   2.501, 89,  0,   3.657,   1.245,   0.346,   6.707,   2.278,   0.633,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:49:442, 157998191867640,    0.468,   62.000, 3000,  46.858,  21.413,   5.948,  27.672,  12.463,   3.462, 92,  0,   3.766,   1.716,   0.477,   6.707,   3.117,   0.866,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:49:580, 157998497285615,    0.607,   67.000, 3000,  45.499,  27.706,   7.696,  26.937,  16.189,   4.497, 90,  0,   3.562,   2.209,   0.614,   6.210,   3.976,   1.104,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:49:688, 157998735401677,    0.715,   51.000, 3000,  44.292,  32.483,   9.023,  25.079,  18.893,   5.248, 90,  0,   3.713,   2.609,   0.725,   6.695,   4.698,   1.305,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:49:795, 157998971285581,    0.821,   45.000, 3100,  42.287,  37.000,  10.278,  22.979,  21.348,   5.930, 88,  0,   3.584,   2.992,   0.831,   6.752,   5.419,   1.505,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:28:49:797, 157998976147763,    0.824,   38.000, 3100,  38.970,  37.086,  10.302,  24.779,  21.403,   5.945, 89,  0,   2.661,   2.998,   0.833,   6.403,   5.433,   1.509,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 0.823538
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 37.085999
Cumulative Processor Energy_0 (mWh) = 10.301666
Average Processor Power_0 (Watt) = 45.032542

Cumulative IA Energy_0 (Joules) = 21.402710
Cumulative IA Energy_0 (mWh) = 5.945197
Average IA Power_0 (Watt) = 25.988742

Cumulative DRAM Energy_0 (Joules) = 2.997925
Cumulative DRAM Energy_0 (mWh) = 0.832757
Average DRAM Power_0 (Watt) = 3.640300

Cumulative GT Energy_0 (Joules) = 5.433167
Cumulative GT Energy_0 (mWh) = 1.509213
Average GT Power_0 (Watt) = 6.597350
