System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:35:10:795, 158840223638395,    0.106,   48.000, 3100,  44.745,   4.738,   1.316,  25.869,   2.739,   0.761, 90,  0,   3.362,   0.356,   0.099,   6.489,   0.687,   0.191,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:35:10:920, 158840498306506,    0.230,   52.000, 3100,  46.593,  10.534,   2.926,  27.347,   6.141,   1.706, 92,  0,   3.729,   0.820,   0.228,   6.837,   1.537,   0.427,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:35:11:027, 158840735393188,    0.338,   51.000, 3000,  47.196,  15.601,   4.334,  27.455,   9.089,   2.525, 92,  0,   3.806,   1.229,   0.341,   6.914,   2.280,   0.633,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:35:11:167, 158841043529658,    0.477,   76.000, 2900,  46.708,  22.120,   6.144,  27.724,  12.958,   3.599, 94,  0,   3.830,   1.763,   0.490,   6.637,   3.206,   0.891,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:35:11:290, 158841314786519,    0.600,   70.000, 2900,  45.264,  27.680,   7.689,  25.936,  16.144,   4.484, 91,  0,   3.883,   2.240,   0.622,   6.684,   4.027,   1.119,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:35:11:399, 158841557142640,    0.710,   51.000, 3000,  42.354,  32.329,   8.980,  22.783,  18.645,   5.179, 90,  0,   3.740,   2.650,   0.736,   6.935,   4.788,   1.330,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:35:11:410, 158841580916405,    0.721,   61.000, 3000,  42.045,  32.782,   9.106,  20.543,  18.866,   5.241, 89,  0,   3.872,   2.692,   0.748,   7.562,   4.870,   1.353,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 0.720587
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 32.781921
Cumulative Processor Energy_0 (mWh) = 9.106089
Average Processor Power_0 (Watt) = 45.493381

Cumulative IA Energy_0 (Joules) = 18.865967
Cumulative IA Energy_0 (mWh) = 5.240546
Average IA Power_0 (Watt) = 26.181400

Cumulative DRAM Energy_0 (Joules) = 2.692139
Cumulative DRAM Energy_0 (mWh) = 0.747816
Average DRAM Power_0 (Watt) = 3.736038

Cumulative GT Energy_0 (Joules) = 4.869873
Cumulative GT Energy_0 (mWh) = 1.352743
Average GT Power_0 (Watt) = 6.758206
