System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:34:44:113, 158781308310966,    0.105,   60.000, 3000,  48.821,   5.102,   1.417,  30.299,   3.167,   0.880, 97,  0,   3.513,   0.367,   0.102,   6.353,   0.664,   0.184,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:44:236, 158781580738875,    0.228,   65.000, 3000,  46.296,  10.814,   3.004,  26.837,   6.478,   1.799, 93,  0,   3.768,   0.832,   0.231,   6.685,   1.489,   0.414,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:44:344, 158781817761394,    0.335,   52.000, 3000,  45.198,  15.666,   4.352,  26.058,   9.275,   2.576, 90,  0,   3.773,   1.237,   0.344,   6.726,   2.211,   0.614,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:44:466, 158782089379886,    0.458,   48.000, 3000,  43.855,  21.061,   5.850,  24.426,  12.280,   3.411, 90,  0,   3.693,   1.691,   0.470,   6.929,   3.063,   0.851,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:44:590, 158782361670532,    0.582,   58.000, 3000,  45.194,  26.634,   7.398,  25.653,  15.443,   4.290, 89,  0,   3.876,   2.169,   0.603,   7.027,   3.930,   1.092,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:44:701, 158782606613373,    0.693,   49.000, 3000,  43.954,  31.510,   8.753,  24.580,  18.170,   5.047, 90,  0,   3.679,   2.577,   0.716,   6.876,   4.692,   1.303,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:44:824, 158782877497797,    0.815,   51.000, 3000,  44.138,  36.925,  10.257,  24.580,  21.186,   5.885, 90,  0,   3.667,   3.027,   0.841,   6.936,   5.543,   1.540,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:44:931, 158783115366365,    0.923,   50.000, 3000,  44.325,  41.700,  11.583,  24.781,  23.855,   6.626, 89,  0,   3.712,   3.427,   0.952,   6.936,   6.291,   1.747,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:45:040, 158783355046628,    1.031,   47.000, 3100,  43.361,  46.407,  12.891,  24.317,  26.495,   7.360, 90,  0,   3.572,   3.815,   1.060,   6.790,   7.028,   1.952,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:45:149, 158783597007443,    1.141,   74.000, 2900,  49.635,  51.846,  14.402,  30.269,  29.812,   8.281, 96,  0,   3.862,   4.238,   1.177,   6.693,   7.761,   2.156,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:45:272, 158783867236451,    1.263,   53.000, 3000,  42.946,  57.102,  15.862,  24.054,  32.756,   9.099, 91,  0,   3.556,   4.673,   1.298,   6.500,   8.557,   2.377,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:45:278, 158783881040979,    1.270,   40.000, 3000,  38.845,  57.345,  15.929,  21.995,  32.893,   9.137, 91,  0,   3.505,   4.695,   1.304,   7.302,   8.602,   2.390,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 1.269690
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 57.345276
Cumulative Processor Energy_0 (mWh) = 15.929243
Average Processor Power_0 (Watt) = 45.164768

Cumulative IA Energy_0 (Joules) = 32.893311
Cumulative IA Energy_0 (mWh) = 9.137031
Average IA Power_0 (Watt) = 25.906558

Cumulative DRAM Energy_0 (Joules) = 4.695068
Cumulative DRAM Energy_0 (mWh) = 1.304186
Average DRAM Power_0 (Watt) = 3.697805

Cumulative GT Energy_0 (Joules) = 8.602234
Cumulative GT Energy_0 (mWh) = 2.389509
Average GT Power_0 (Watt) = 6.775064
