System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:27:01:269, 157759347019936,    0.108,   55.000, 3000,  45.271,   4.905,   1.363,  26.589,   2.881,   0.800, 91,  0,   3.550,   0.385,   0.107,   6.470,   0.701,   0.195,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:01:392, 157759618097304,    0.231,   67.000, 2900,  48.390,  10.846,   3.013,  29.409,   6.492,   1.803, 95,  0,   3.818,   0.853,   0.237,   6.363,   1.482,   0.412,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:01:576, 157760022951546,    0.414,   85.000, 2900,  43.724,  18.863,   5.240,  24.766,  11.033,   3.065, 88,  0,   3.704,   1.532,   0.426,   6.293,   2.636,   0.732,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:01:686, 157760265205588,    0.524,   51.000, 3000,  42.586,  23.536,   6.538,  23.789,  13.643,   3.790, 89,  0,   3.606,   1.928,   0.536,   6.604,   3.361,   0.934,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:01:810, 157760538982669,    0.648,   48.000, 3000,  42.918,  28.857,   8.016,  23.806,  16.594,   4.610, 89,  0,   3.593,   2.374,   0.659,   6.659,   4.186,   1.163,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:01:918, 157760779770550,    0.757,   44.000, 3100,  43.411,  33.591,   9.331,  24.096,  19.222,   5.339, 90,  0,   3.592,   2.765,   0.768,   6.883,   4.937,   1.371,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:02:041, 157761050253824,    0.880,   47.000, 3100,  45.050,  39.110,  10.864,  25.446,  22.339,   6.205, 89,  0,   3.695,   3.218,   0.894,   6.928,   5.786,   1.607,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:02:147, 157761286205607,    0.987,   52.000, 3100,  45.712,  43.995,  12.221,  26.435,  25.164,   6.990, 90,  0,   3.654,   3.609,   1.002,   6.692,   6.501,   1.806,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:02:257, 157761527254098,    1.096,   46.000, 3100,  45.285,  48.939,  13.594,  26.036,  28.007,   7.780, 88,  0,   3.632,   4.005,   1.113,   6.843,   7.248,   2.013,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:02:382, 157761802309274,    1.220,   47.000, 3100,  44.825,  54.523,  15.145,  25.701,  31.208,   8.669, 89,  0,   3.609,   4.455,   1.237,   6.831,   8.099,   2.250,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
