System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:30:07:493, 158170530939377,    0.134,   75.000, 2800,  43.572,   5.855,   1.626,  24.776,   3.329,   0.925, 90,  0,   3.672,   0.493,   0.137,   6.441,   0.866,   0.240,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:07:618, 158170805780708,    0.259,   64.000, 2900,  43.769,  11.303,   3.140,  24.136,   6.334,   1.759, 91,  0,   3.821,   0.969,   0.269,   6.882,   1.722,   0.478,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:07:744, 158171082947179,    0.384,   79.000, 2900,  45.844,  17.058,   4.738,  26.643,   9.678,   2.688, 91,  0,   4.176,   1.493,   0.415,   6.678,   2.561,   0.711,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:07:867, 158171356736879,    0.508,   84.000, 2800,  46.054,  22.769,   6.325,  27.093,  13.038,   3.622, 92,  0,   4.049,   1.995,   0.554,   6.336,   3.346,   0.930,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:07:991, 158171629941912,    0.632,   76.000, 2800,  44.648,  28.293,   7.859,  25.640,  16.210,   4.503, 90,  0,   3.912,   2.479,   0.689,   6.332,   4.130,   1.147,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:08:099, 158171867388258,    0.740,   68.000, 2800,  43.018,  32.919,   9.144,  24.033,  18.795,   5.221, 90,  0,   3.813,   2.890,   0.803,   6.662,   4.846,   1.346,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:08:222, 158172140265500,    0.863,   53.000, 2900,  42.396,  38.159,  10.600,  23.073,  21.646,   6.013, 88,  0,   3.638,   3.339,   0.928,   6.679,   5.672,   1.575,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:08:361, 158172445402389,    1.001,   38.000, 3100,  38.656,  43.501,  12.084,  19.779,  24.379,   6.772, 86,  0,   3.157,   3.775,   1.049,   6.612,   6.585,   1.829,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:08:361, 158172446840243,    1.002,   17.000, 3100,  50.238,  43.534,  12.093,  21.932,  24.394,   6.776, 86,  0,   2.343,   3.777,   1.049,   5.342,   6.589,   1.830,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 1.002086
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 43.533508
Cumulative Processor Energy_0 (mWh) = 12.092641
Average Processor Power_0 (Watt) = 43.442882

Cumulative IA Energy_0 (Joules) = 24.393677
Cumulative IA Energy_0 (mWh) = 6.776021
Average IA Power_0 (Watt) = 24.342895

Cumulative DRAM Energy_0 (Joules) = 3.776917
Cumulative DRAM Energy_0 (mWh) = 1.049143
Average DRAM Power_0 (Watt) = 3.769054

Cumulative GT Energy_0 (Joules) = 6.588745
Cumulative GT Energy_0 (mWh) = 1.830207
Average GT Power_0 (Watt) = 6.575029
