System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:30:16:579, 158190592302023,    0.113,   60.000, 3000,  46.414,   5.255,   1.460,  27.596,   3.124,   0.868, 92,  0,   3.614,   0.409,   0.114,   6.473,   0.733,   0.204,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:16:700, 158190859449650,    0.234,   99.000, 2900,  47.571,  11.011,   3.059,  28.415,   6.562,   1.823, 93,  0,   4.033,   0.897,   0.249,   6.474,   1.516,   0.421,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:16:811, 158191103690436,    0.345,   60.000, 2900,  43.090,  15.777,   4.383,  24.002,   9.217,   2.560, 90,  0,   3.651,   1.301,   0.361,   6.494,   2.235,   0.621,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:16:919, 158191342267285,    0.453,   62.000, 2900,  42.799,  20.402,   5.667,  23.822,  11.791,   3.275, 90,  0,   3.755,   1.707,   0.474,   6.775,   2.967,   0.824,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:17:044, 158191619365915,    0.578,   72.000, 2900,  46.026,  26.178,   7.272,  26.581,  15.127,   4.202, 90,  0,   3.865,   2.192,   0.609,   6.708,   3.808,   1.058,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:17:167, 158191889242521,    0.701,   68.000, 2900,  43.934,  31.548,   8.763,  24.816,  18.160,   5.045, 91,  0,   3.754,   2.650,   0.736,   6.658,   4.622,   1.284,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:17:292, 158192165269587,    0.826,   63.000, 3000,  44.951,  37.167,  10.324,  25.563,  21.356,   5.932, 90,  0,   3.803,   3.126,   0.868,   6.862,   5.480,   1.522,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:17:401, 158192405900417,    0.935,   59.000, 3000,  44.759,  42.045,  11.679,  25.330,  24.116,   6.699, 91,  0,   3.728,   3.532,   0.981,   6.847,   6.226,   1.730,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:17:408, 158192423091621,    0.942,   44.000, 3000,  44.370,  42.390,  11.775,  23.361,  24.298,   6.750, 91,  0,   3.888,   3.562,   0.990,   6.930,   6.280,   1.745,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 0.942379
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 42.390442
Cumulative Processor Energy_0 (mWh) = 11.775123
Average Processor Power_0 (Watt) = 44.982382

Cumulative IA Energy_0 (Joules) = 24.298340
Cumulative IA Energy_0 (mWh) = 6.749539
Average IA Power_0 (Watt) = 25.784048

Cumulative DRAM Energy_0 (Joules) = 3.562378
Cumulative DRAM Energy_0 (mWh) = 0.989549
Average DRAM Power_0 (Watt) = 3.780198

Cumulative GT Energy_0 (Joules) = 6.280212
Cumulative GT Energy_0 (mWh) = 1.744503
Average GT Power_0 (Watt) = 6.664213
