System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
06:07:28:133, 171066705367714,    0.116,   24.000, 3900,  29.247,   3.399,   0.944,  23.150,   2.690,   0.747, 92,  0,   1.865,   0.217,   0.060,   4.800,   0.558,   0.155,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:28:289, 171067050585844,    0.273,   64.000, 3000,  45.972,  10.586,   2.941,  38.936,   8.778,   2.438, 95,  0,   3.357,   0.742,   0.206,   5.001,   1.340,   0.372,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:28:414, 171067327683676,    0.398,   21.000, 3200,  31.553,  14.546,   4.041,  24.926,  11.906,   3.307, 97,  0,   2.209,   1.019,   0.283,   4.974,   1.964,   0.546,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:28:527, 171067576557804,    0.511,   20.000, 3700,  33.472,  18.319,   5.089,  27.293,  14.982,   4.162, 98,  0,   2.111,   1.257,   0.349,   4.836,   2.509,   0.697,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:28:640, 171067825608946,    0.624,   19.000, 3900,  34.603,  22.222,   6.173,  28.273,  18.171,   5.048, 86,  0,   2.124,   1.496,   0.416,   4.890,   3.061,   0.850,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:28:766, 171068102611730,    0.749,   26.000, 3900,  39.676,  27.200,   7.555,  32.951,  22.305,   6.196, 94,  0,   2.290,   1.784,   0.495,   4.875,   3.672,   1.020,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:28:891, 171068380036046,    0.875,   21.000, 3900,  35.319,  31.637,   8.788,  29.026,  25.952,   7.209, 86,  0,   2.178,   2.057,   0.571,   4.944,   4.293,   1.193,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:29:001, 171068622542910,    0.984,   22.000, 3200,  34.975,  35.479,   9.855,  28.351,  29.066,   8.074, 98,  0,   2.203,   2.299,   0.639,   4.940,   4.836,   1.343,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:29:117, 171068878297666,    1.100,   18.000, 3900,  33.118,  39.315,  10.921,  26.487,  32.134,   8.926, 88,  0,   2.096,   2.542,   0.706,   5.071,   5.423,   1.506,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:07:29:243, 171069156680980,    1.226,   19.000, 3900,  34.052,  43.608,  12.113,  27.641,  35.619,   9.894, 86,  0,   2.130,   2.810,   0.781,   4.936,   6.046,   1.679,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
