System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
06:10:04:965, 171412991375973,    0.112,   48.000, 3300,  38.613,   4.335,   1.204,  31.710,   3.560,   0.989, 89,  0,   2.880,   0.323,   0.090,   5.124,   0.575,   0.160,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:05:102, 171413294531427,    0.250,   32.000, 3600,  32.090,   8.740,   2.428,  25.367,   7.043,   1.956, 93,  0,   2.680,   0.691,   0.192,   5.081,   1.273,   0.354,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:05:216, 171413545750267,    0.363,   34.000, 3900,  42.272,  13.550,   3.764,  35.542,  11.086,   3.080, 95,  0,   2.591,   0.986,   0.274,   4.985,   1.840,   0.511,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:05:333, 171413804769829,    0.481,   50.000, 2700,  36.745,  17.860,   4.961,  29.610,  14.560,   4.044, 97,  0,   2.938,   1.331,   0.370,   4.956,   2.421,   0.673,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:05:452, 171414067391311,    0.600,   46.000, 3300,  37.219,  22.287,   6.191,  30.382,  18.174,   5.048, 93,  0,   2.929,   1.679,   0.466,   4.972,   3.013,   0.837,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:05:576, 171414341844339,    0.724,   37.000, 3000,  35.855,  26.744,   7.429,  29.148,  21.797,   6.055, 96,  0,   2.691,   2.013,   0.559,   5.049,   3.640,   1.011,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:05:683, 171414577773587,    0.831,   34.000, 3600,  32.432,  30.209,   8.392,  25.469,  24.518,   6.811, 93,  0,   2.875,   2.321,   0.645,   5.054,   4.180,   1.161,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:05:801, 171414838220819,    0.949,   39.000, 2900,  32.769,  34.075,   9.465,  25.874,  27.570,   7.658, 97,  0,   2.933,   2.667,   0.741,   5.049,   4.776,   1.327,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:05:925, 171415111763747,    1.073,   30.000, 3900,  36.371,  38.581,  10.717,  29.753,  31.256,   8.682, 87,  0,   2.542,   2.982,   0.828,   5.036,   5.400,   1.500,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:10:06:034, 171415353513341,    1.182,   22.000, 3900,  35.222,  42.437,  11.788,  28.629,  34.391,   9.553, 87,  0,   2.381,   3.242,   0.901,   5.010,   5.948,   1.652,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
