System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
06:12:40:572, 171756574519502,    0.116,   21.000, 3700,  30.368,   3.518,   0.977,  24.097,   2.791,   0.775, 99,  0,   2.105,   0.244,   0.068,   5.027,   0.582,   0.162,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:40:685, 171756823585641,    0.229,   29.000, 3900,  37.497,   7.747,   2.152,  30.372,   6.217,   1.727, 91,  0,   2.537,   0.530,   0.147,   5.275,   1.177,   0.327,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:40:802, 171757081069992,    0.345,   24.000, 3900,  36.611,  12.017,   3.338,  29.821,   9.695,   2.693, 93,  0,   2.372,   0.807,   0.224,   5.109,   1.773,   0.493,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:40:908, 171757315881508,    0.452,   23.000, 3900,  36.320,  15.879,   4.411,  29.796,  12.863,   3.573, 91,  0,   2.322,   1.054,   0.293,   5.000,   2.305,   0.640,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:41:032, 171757589348540,    0.575,   19.000, 3900,  35.208,  20.240,   5.622,  28.563,  16.401,   4.556, 89,  0,   2.248,   1.332,   0.370,   4.983,   2.922,   0.812,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:41:151, 171757852026912,    0.694,   30.000, 3900,  40.503,  25.058,   6.961,  34.044,  20.451,   5.681, 93,  0,   2.403,   1.618,   0.449,   5.017,   3.519,   0.977,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:41:271, 171758116688689,    0.814,   37.000, 3600,  37.238,  29.522,   8.201,  30.285,  24.081,   6.689, 92,  0,   2.683,   1.939,   0.539,   5.040,   4.123,   1.145,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:41:396, 171758393693474,    0.940,   31.000, 3200,  38.803,  34.390,   9.553,  32.192,  28.120,   7.811, 99,  0,   2.535,   2.257,   0.627,   5.068,   4.758,   1.322,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:41:508, 171758640866865,    1.052,   23.000, 3900,  33.510,  38.141,  10.595,  26.691,  31.108,   8.641, 91,  0,   2.374,   2.523,   0.701,   5.097,   5.329,   1.480,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:41:626, 171758901032688,    1.170,   30.000, 3600,  39.566,  42.803,  11.890,  32.628,  34.952,   9.709, 97,  0,   2.717,   2.843,   0.790,   5.091,   5.929,   1.647,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:41:752, 171759178839033,    1.295,   34.000, 3900,  44.341,  48.382,  13.439,  37.465,  39.666,  11.018, 93,  0,   2.818,   3.198,   0.888,   5.086,   6.569,   1.825,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:41:869, 171759436835049,    1.412,   36.000, 3900,  34.023,  52.357,  14.544,  27.185,  42.842,  11.901, 90,  0,   2.668,   3.510,   0.975,   5.062,   7.160,   1.989,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:42:011, 171759751159452,    1.555,   31.000, 3900,  35.698,  57.439,  15.955,  28.804,  46.943,  13.040, 94,  0,   2.605,   3.880,   1.078,   5.187,   7.899,   2.194,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:42:121, 171759993689250,    1.664,   25.000, 3900,  35.886,  61.381,  17.050,  29.343,  50.166,  13.935, 90,  0,   2.405,   4.145,   1.151,   5.029,   8.451,   2.348,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:42:231, 171760236705987,    1.774,   20.000, 3900,  33.248,  65.040,  18.067,  26.584,  53.091,  14.748, 85,  0,   2.191,   4.386,   1.218,   4.972,   8.999,   2.500,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:42:341, 171760478990886,    1.884,   22.000, 3900,  34.263,  68.800,  19.111,  27.563,  56.116,  15.588, 90,  0,   2.289,   4.637,   1.288,   5.013,   9.549,   2.652,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:42:454, 171760728710646,    1.997,   20.000, 3900,  36.380,  72.914,  20.254,  29.842,  59.491,  16.525, 86,  0,   2.322,   4.899,   1.361,   5.028,  10.117,   2.810,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:42:569, 171760982861187,    2.112,   23.000, 3900,  36.375,  77.101,  21.417,  29.799,  62.921,  17.478, 97,  0,   2.315,   5.166,   1.435,   4.975,  10.690,   2.969,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:42:686, 171761241835621,    2.230,   63.000, 3100,  41.136,  81.926,  22.757,  34.049,  66.914,  18.587, 97,  0,   3.372,   5.561,   1.545,   5.036,  11.281,   3.133,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:12:42:800, 171761492625809,    2.343,   33.000, 3900,  39.650,  86.430,  24.008,  32.982,  70.661,  19.628, 89,  0,   2.497,   5.845,   1.624,   4.989,  11.847,   3.291,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
