System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
05:52:11:307, 169042346507394,    0.114,   16.000, 3900,  29.829,   3.405,   0.946,  23.396,   2.671,   0.742, 87,  0,   1.836,   0.210,   0.058,   4.699,   0.536,   0.149,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:11:422, 169042602169846,    0.230,   22.000, 3900,  38.857,   7.905,   2.196,  32.329,   6.414,   1.782, 96,  0,   2.374,   0.484,   0.135,   5.183,   1.137,   0.316,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:11:532, 169042844339538,    0.340,   21.000, 3900,  35.960,  11.849,   3.291,  29.304,   9.628,   2.675, 92,  0,   2.253,   0.732,   0.203,   4.957,   1.680,   0.467,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:11:639, 169043080586912,    0.447,   18.000, 3900,  34.607,  15.551,   4.320,  28.145,  12.640,   3.511, 94,  0,   2.224,   0.970,   0.269,   4.907,   2.205,   0.613,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:11:764, 169043356788792,    0.572,   21.000, 3900,  35.133,  19.946,   5.541,  28.789,  16.241,   4.511, 83,  0,   2.157,   1.239,   0.344,   4.869,   2.814,   0.782,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:11:873, 169043597207265,    0.681,   20.000, 3900,  36.397,  23.909,   6.641,  29.915,  19.498,   5.416, 88,  0,   2.197,   1.479,   0.411,   4.888,   3.347,   0.930,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:11:985, 169043844310758,    0.793,   22.000, 3900,  36.431,  27.986,   7.774,  30.041,  22.860,   6.350, 85,  0,   2.201,   1.725,   0.479,   4.871,   3.892,   1.081,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:12:093, 169044085802353,    0.902,   40.000, 3300,  40.910,  32.461,   9.017,  34.572,  26.641,   7.400, 99,  0,   2.402,   1.988,   0.552,   4.840,   4.421,   1.228,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:12:218, 169044359337481,    1.026,   25.000, 3700,  35.678,  36.881,  10.245,  29.096,  30.246,   8.402, 98,  0,   2.508,   2.298,   0.638,   4.833,   5.020,   1.394,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:12:326, 169044598376335,    1.134,   23.000, 3900,  31.738,  40.316,  11.199,  25.622,  33.020,   9.172, 87,  0,   2.199,   2.536,   0.705,   4.808,   5.540,   1.539,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:12:448, 169044866866619,    1.256,   29.000, 3900,  45.417,  45.839,  12.733,  38.610,  37.715,  10.476, 91,  0,   2.700,   2.865,   0.796,   4.839,   6.129,   1.702,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:12:564, 169045123822901,    1.372,   23.000, 3900,  38.323,  50.299,  13.972,  31.941,  41.432,  11.509, 86,  0,   2.294,   3.132,   0.870,   4.893,   6.698,   1.861,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:12:682, 169045382501607,    1.489,   18.000, 3900,  34.343,  54.322,  15.090,  27.675,  44.674,  12.409, 91,  0,   2.089,   3.376,   0.938,   4.864,   7.268,   2.019,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:12:797, 169045637671227,    1.605,   20.000, 3900,  32.148,  58.037,  16.122,  25.987,  47.677,  13.244, 92,  0,   2.105,   3.620,   1.005,   4.904,   7.835,   2.176,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:52:12:906, 169045877603339,    1.713,   20.000, 3900,  38.116,  62.179,  17.272,  31.436,  51.093,  14.193, 95,  0,   2.238,   3.863,   1.073,   4.967,   8.374,   2.326,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
