System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
05:49:49:535, 168729313390002,    0.115,   15.000, 3900,  29.468,   3.387,   0.941,  23.110,   2.656,   0.738, 78,  0,   1.910,   0.220,   0.061,   4.850,   0.557,   0.155,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:49:644, 168729555152108,    0.224,   24.000, 3900,  38.693,   7.623,   2.118,  32.040,   6.164,   1.712, 87,  0,   2.416,   0.484,   0.134,   4.943,   1.099,   0.305,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:49:770, 168729831701855,    0.350,   19.000, 3900,  35.795,  12.107,   3.363,  29.419,   9.849,   2.736, 88,  0,   2.240,   0.765,   0.212,   4.825,   1.703,   0.473,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:49:880, 168730075149517,    0.460,   20.000, 3900,  35.304,  15.999,   4.444,  29.261,  13.075,   3.632, 86,  0,   2.193,   1.007,   0.280,   4.760,   2.228,   0.619,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:49:988, 168730315086717,    0.569,   20.000, 3900,  36.312,  19.945,   5.540,  29.765,  16.310,   4.530, 82,  0,   2.249,   1.251,   0.347,   4.805,   2.750,   0.764,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:50:113, 168730589589424,    0.693,   23.000, 3900,  37.710,  24.633,   6.843,  31.451,  20.220,   5.617, 81,  0,   2.268,   1.533,   0.426,   4.812,   3.348,   0.930,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:50:223, 168730833692240,    0.803,   22.000, 3900,  38.019,  28.836,   8.010,  31.281,  23.678,   6.577, 81,  0,   2.336,   1.791,   0.498,   4.872,   3.887,   1.080,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:50:349, 168731110952160,    0.929,   23.000, 3900,  37.853,  33.589,   9.330,  31.657,  27.653,   7.681, 81,  0,   2.259,   2.075,   0.576,   4.781,   4.487,   1.246,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:50:536, 168731523893775,    1.116,   39.000, 3900,  39.899,  41.051,  11.403,  33.423,  33.904,   9.418, 87,  0,   2.466,   2.536,   0.704,   4.830,   5.390,   1.497,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:50:661, 168731801098387,    1.242,   20.000, 3900,  35.657,  45.528,  12.647,  29.139,  37.562,  10.434, 80,  0,   2.169,   2.808,   0.780,   4.817,   5.995,   1.665,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:50:784, 168732072675180,    1.365,   36.000, 3200,  42.450,  50.749,  14.097,  36.004,  41.991,  11.664, 98,  0,   2.542,   3.121,   0.867,   4.915,   6.600,   1.833,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:50:922, 168732377135434,    1.502,   27.000, 3900,  37.943,  55.981,  15.550,  31.395,  46.320,  12.867, 83,  0,   2.460,   3.460,   0.961,   4.784,   7.259,   2.016,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:033, 168732621861915,    1.613,   21.000, 3900,  36.626,  60.041,  16.678,  30.220,  49.669,  13.797, 87,  0,   2.221,   3.706,   1.030,   4.772,   7.788,   2.163,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:141, 168732858938073,    1.721,   20.000, 3900,  36.297,  63.938,  17.761,  29.989,  52.889,  14.691, 83,  0,   2.209,   3.944,   1.095,   4.799,   8.304,   2.307,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:266, 168733135348264,    1.846,   24.000, 3900,  39.085,  68.831,  19.120,  32.714,  56.984,  15.829, 82,  0,   2.317,   4.234,   1.176,   4.827,   8.908,   2.474,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:390, 168733408987905,    1.970,   23.000, 3900,  36.041,  73.297,  20.360,  29.640,  60.658,  16.849, 84,  0,   2.335,   4.523,   1.256,   4.826,   9.506,   2.641,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:499, 168733650505306,    2.079,   27.000, 3900,  43.601,  78.066,  21.685,  37.014,  64.706,  17.974, 88,  0,   2.539,   4.801,   1.334,   4.747,  10.025,   2.785,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:611, 168733896504502,    2.191,   26.000, 3700,  40.407,  82.568,  22.936,  33.987,  68.493,  19.026, 96,  0,   2.560,   5.086,   1.413,   4.826,  10.563,   2.934,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:735, 168734171957240,    2.315,   25.000, 3900,  41.400,  87.733,  24.370,  34.923,  72.850,  20.236, 91,  0,   2.341,   5.378,   1.494,   4.849,  11.168,   3.102,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:843, 168734410952954,    2.424,   20.000, 3900,  35.914,  91.620,  25.450,  29.526,  76.045,  21.124, 84,  0,   2.198,   5.616,   1.560,   4.836,  11.691,   3.248,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:51:953, 168734651856503,    2.533,   20.000, 3900,  36.285,  95.579,  26.550,  29.849,  79.302,  22.028, 97,  0,   2.233,   5.860,   1.628,   4.962,  12.233,   3.398,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:059, 168734885758410,    2.639,   20.000, 3900,  35.484,  99.338,  27.594,  29.119,  82.387,  22.885, 83,  0,   2.225,   6.095,   1.693,   4.780,  12.739,   3.539,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:167, 168735126227959,    2.748,   20.000, 3900,  36.535, 103.317,  28.699,  30.050,  85.660,  23.794, 87,  0,   2.215,   6.336,   1.760,   4.828,  13.265,   3.685,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:292, 168735400391715,    2.872,   21.000, 3900,  36.722, 107.877,  29.966,  30.424,  89.437,  24.844, 84,  0,   2.246,   6.615,   1.838,   4.793,  13.860,   3.850,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:400, 168735640278704,    2.980,   21.000, 3900,  36.786, 111.873,  31.076,  30.296,  92.729,  25.758, 80,  0,   2.264,   6.861,   1.906,   4.816,  14.383,   3.995,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:510, 168735882022895,    3.090,   22.000, 3900,  37.051, 115.930,  32.203,  30.729,  96.093,  26.692, 84,  0,   2.271,   7.110,   1.975,   4.815,  14.910,   4.142,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:620, 168736125000405,    3.200,   20.000, 3900,  36.362, 119.931,  33.314,  29.984,  99.392,  27.609, 84,  0,   2.196,   7.352,   2.042,   4.810,  15.440,   4.289,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:728, 168736363169435,    3.308,   19.000, 3900,  35.433, 123.753,  34.376,  29.075, 102.529,  28.480, 82,  0,   2.199,   7.589,   2.108,   4.802,  15.958,   4.433,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:836, 168736601929743,    3.416,   20.000, 3900,  36.767, 127.729,  35.480,  30.584, 105.836,  29.399, 84,  0,   2.223,   7.829,   2.175,   4.777,  16.474,   4.576,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:52:960, 168736875487942,    3.540,   23.000, 3900,  37.477, 132.372,  36.770,  31.116, 109.691,  30.470, 94,  0,   2.380,   8.124,   2.257,   4.774,  17.066,   4.741,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:53:099, 168737183723688,    3.679,   50.000, 3700,  49.886, 139.336,  38.705,  43.041, 115.699,  32.139, 96,  0,   2.966,   8.538,   2.372,   4.892,  17.749,   4.930,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:53:255, 168737528399921,    3.835,   35.000, 3900,  41.793, 145.860,  40.517,  35.065, 121.173,  33.659, 93,  0,   2.839,   8.981,   2.495,   4.907,  18.515,   5.143,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:53:379, 168737801987123,    3.959,   21.000, 3900,  37.181, 150.467,  41.796,  30.726, 124.980,  34.717, 86,  0,   2.280,   9.264,   2.573,   4.853,  19.116,   5.310,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:53:503, 168738075222628,    4.083,   20.000, 3900,  35.056, 154.805,  43.001,  28.590, 128.518,  35.699, 87,  0,   2.170,   9.532,   2.648,   4.819,  19.713,   5.476,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:53:613, 168738317363483,    4.193,   20.000, 3900,  35.629, 158.713,  44.087,  29.570, 131.761,  36.600, 84,  0,   2.199,   9.774,   2.715,   4.822,  20.242,   5.623,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:53:721, 168738556300768,    4.301,   20.000, 3900,  34.337, 162.428,  45.119,  28.051, 134.796,  37.443, 85,  0,   2.161,  10.007,   2.780,   4.822,  20.763,   5.768,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:53:830, 168738796916171,    4.410,   21.000, 3900,  36.789, 166.438,  46.233,  30.331, 138.102,  38.362, 83,  0,   2.255,  10.253,   2.848,   4.799,  21.286,   5.913,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:53:938, 168739036204508,    4.518,   20.000, 3900,  35.514, 170.286,  47.302,  28.923, 141.236,  39.232, 96,  0,   2.212,  10.493,   2.915,   4.814,  21.808,   6.058,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:54:049, 168739280695551,    4.629,   27.000, 3900,  39.199, 174.627,  48.507,  33.198, 144.912,  40.253, 94,  0,   2.304,  10.748,   2.986,   4.821,  22.342,   6.206,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
05:49:54:174, 168739555669339,    4.754,   25.000, 3900,  41.520, 179.797,  49.944,  34.660, 149.229,  41.452, 92,  0,   2.542,  11.065,   3.074,   4.848,  22.946,   6.374,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
