System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:20:00:652, 156830619281951,    0.109,   68.000, 3000,  50.754,   5.514,   1.532,  31.689,   3.443,   0.956, 93,  0,   3.719,   0.404,   0.112,   6.406,   0.696,   0.193,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:20:00:776, 156830893226875,    0.233,   63.000, 3000,  45.150,  11.115,   3.088,  26.017,   6.670,   1.853, 90,  0,   3.938,   0.893,   0.248,   6.555,   1.509,   0.419,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:20:00:883, 156831130048279,    0.340,   65.000, 3000,  46.076,  16.057,   4.460,  27.022,   9.569,   2.658, 92,  0,   4.028,   1.325,   0.368,   6.528,   2.209,   0.614,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:20:01:009, 156831407717893,    0.466,   62.000, 3000,  46.022,  21.845,   6.068,  26.476,  12.898,   3.583, 90,  0,   3.872,   1.812,   0.503,   6.859,   3.072,   0.853,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:20:01:117, 156831647456940,    0.574,   57.000, 3000,  44.984,  26.729,   7.425,  25.418,  15.658,   4.349, 90,  0,   3.773,   2.221,   0.617,   6.862,   3.817,   1.060,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:20:01:226, 156831886730312,    0.683,   53.000, 3000,  43.130,  31.403,   8.723,  24.012,  18.260,   5.072, 88,  0,   3.645,   2.616,   0.727,   6.728,   4.546,   1.263,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:20:01:228, 156831891909253,    0.685,   25.000, 3000,  34.271,  31.483,   8.745,  21.989,  18.312,   5.087, 89,  0,   2.472,   2.622,   0.728,   7.182,   4.563,   1.268,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 0.685006
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 31.483337
Cumulative Processor Energy_0 (mWh) = 8.745372
Average Processor Power_0 (Watt) = 45.960644

Cumulative IA Energy_0 (Joules) = 18.311768
Cumulative IA Energy_0 (mWh) = 5.086602
Average IA Power_0 (Watt) = 26.732256

Cumulative DRAM Energy_0 (Joules) = 2.621948
Cumulative DRAM Energy_0 (mWh) = 0.728319
Average DRAM Power_0 (Watt) = 3.827626

Cumulative GT Energy_0 (Joules) = 4.563110
Cumulative GT Energy_0 (mWh) = 1.267531
Average GT Power_0 (Watt) = 6.661412
