System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
07:18:13:916, 180441426162522,    0.105,   21.000, 3900,  34.587,   3.640,   1.011,  27.996,   2.946,   0.818, 92,  0,   2.202,   0.232,   0.064,   5.103,   0.537,   0.149,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:026, 180441668628513,    0.215,   22.000, 3900,  36.882,   7.690,   2.136,  29.873,   6.227,   1.730, 88,  0,   2.775,   0.536,   0.149,   5.247,   1.113,   0.309,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:135, 180441909053947,    0.324,   23.000, 3900,  37.696,  11.795,   3.276,  30.595,   9.558,   2.655, 93,  0,   2.847,   0.846,   0.235,   5.225,   1.682,   0.467,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:249, 180442161715713,    0.438,   32.000, 3700,  41.647,  16.560,   4.600,  34.615,  13.519,   3.755, 95,  0,   3.040,   1.194,   0.332,   5.199,   2.277,   0.633,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:363, 180442414287952,    0.553,   22.000, 3900,  36.684,  20.756,   5.766,  29.538,  16.898,   4.694, 94,  0,   2.730,   1.507,   0.418,   5.236,   2.876,   0.799,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:473, 180442656451946,    0.662,   21.000, 3900,  36.173,  24.724,   6.868,  29.600,  20.144,   5.596, 96,  0,   2.658,   1.798,   0.499,   5.048,   3.430,   0.953,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:583, 180442898952596,    0.772,   20.000, 3800,  35.351,  28.606,   7.946,  28.565,  23.282,   6.467, 97,  0,   2.640,   2.088,   0.580,   5.035,   3.983,   1.106,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:693, 180443141723040,    0.882,   23.000, 3900,  36.171,  32.583,   9.051,  29.382,  26.512,   7.365, 94,  0,   2.721,   2.387,   0.663,   5.077,   4.541,   1.261,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:803, 180443384637810,    0.992,   20.000, 3900,  35.625,  36.503,  10.140,  28.749,  29.675,   8.243, 94,  0,   2.638,   2.677,   0.744,   5.052,   5.097,   1.416,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:14:925, 180443653433708,    1.114,   24.000, 3900,  37.807,  41.105,  11.418,  30.935,  33.441,   9.289, 91,  0,   2.750,   3.012,   0.837,   5.071,   5.714,   1.587,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:037, 180443902146338,    1.227,   21.000, 3900,  35.685,  45.125,  12.535,  28.830,  36.688,  10.191, 94,  0,   2.665,   3.312,   0.920,   5.037,   6.281,   1.745,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:145, 180444139172467,    1.334,   23.000, 3900,  35.386,  48.923,  13.590,  28.720,  39.771,  11.048, 89,  0,   2.705,   3.603,   1.001,   5.051,   6.824,   1.895,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:253, 180444378905823,    1.443,   64.000, 3100,  44.246,  53.727,  14.924,  37.358,  43.828,  12.174, 94,  0,   3.328,   3.964,   1.101,   5.042,   7.371,   2.048,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:371, 180444640282861,    1.561,   26.000, 3900,  33.910,  57.742,  16.039,  26.906,  47.013,  13.059, 93,  0,   2.880,   4.305,   1.196,   5.068,   7.971,   2.214,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:481, 180444881441972,    1.670,   20.000, 3900,  35.782,  61.650,  17.125,  29.027,  50.183,  13.940, 94,  0,   2.662,   4.596,   1.277,   5.055,   8.523,   2.368,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:601, 180445147965091,    1.791,   21.000, 3900,  36.490,  66.054,  18.348,  29.485,  53.742,  14.928, 91,  0,   2.785,   4.932,   1.370,   5.135,   9.143,   2.540,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:719, 180445408399676,    1.909,   28.000, 3800,  39.746,  70.742,  19.651,  32.724,  57.602,  16.000, 96,  0,   2.962,   5.281,   1.467,   5.196,   9.756,   2.710,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:837, 180445667440198,    2.026,   60.000, 3300,  40.586,  75.504,  20.973,  32.935,  61.466,  17.074, 95,  0,   3.865,   5.735,   1.593,   5.510,  10.402,   2.890,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:15:961, 180445941774531,    2.150,   57.000, 3200,  40.043,  80.479,  22.355,  32.652,  65.522,  18.201, 96,  0,   3.560,   6.177,   1.716,   5.349,  11.067,   3.074,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:073, 180446189218476,    2.262,   37.000, 3800,  39.699,  84.928,  23.591,  32.137,  69.124,  19.201, 95,  0,   3.284,   6.545,   1.818,   5.558,  11.690,   3.247,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:186, 180446439601196,    2.376,   31.000, 3600,  38.018,  89.239,  24.789,  30.647,  72.599,  20.166, 95,  0,   2.980,   6.883,   1.912,   5.268,  12.287,   3.413,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:296, 180446680549412,    2.485,   30.000, 3600,  39.408,  93.539,  25.983,  32.216,  76.115,  21.143, 94,  0,   3.031,   7.214,   2.004,   5.275,  12.863,   3.573,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:403, 180446918044664,    2.592,   24.000, 3900,  35.304,  97.337,  27.038,  28.372,  79.166,  21.991, 93,  0,   2.725,   7.507,   2.085,   5.269,  13.430,   3.730,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:515, 180447165886974,    2.705,   22.000, 3900,  34.975, 101.262,  28.128,  27.990,  82.308,  22.863, 95,  0,   2.661,   7.806,   2.168,   5.108,  14.003,   3.890,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:629, 180447416468439,    2.818,   24.000, 3900,  36.840, 105.443,  29.290,  30.101,  85.724,  23.812, 90,  0,   2.826,   8.126,   2.257,   5.225,  14.596,   4.054,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:747, 180447677574792,    2.936,   24.000, 3900,  39.089, 110.066,  30.574,  32.075,  89.517,  24.866, 95,  0,   2.800,   8.457,   2.349,   5.154,  15.205,   4.224,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:857, 180447920931769,    3.047,   21.000, 3900,  35.472, 113.975,  31.660,  28.400,  92.647,  25.735, 96,  0,   2.665,   8.751,   2.431,   5.122,  15.770,   4.381,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:16:967, 180448163446041,    3.157,   22.000, 3800,  37.025, 118.042,  32.789,  30.114,  95.955,  26.654, 95,  0,   2.698,   9.047,   2.513,   5.122,  16.333,   4.537,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:077, 180448406054632,    3.266,   23.000, 3700,  34.971, 121.884,  33.857,  28.300,  99.064,  27.518, 92,  0,   2.659,   9.340,   2.594,   5.098,  16.893,   4.692,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:184, 180448642928345,    3.374,   56.000, 3400,  38.635, 126.029,  35.008,  31.479, 102.442,  28.456, 93,  0,   3.347,   9.699,   2.694,   5.053,  17.435,   4.843,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:295, 180448888211139,    3.485,   32.000, 3900,  39.302, 130.395,  36.221,  32.457, 106.047,  29.458, 93,  0,   2.971,  10.029,   2.786,   5.099,  18.001,   5.000,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:402, 180449122874137,    3.591,   30.000, 3300,  37.958, 134.429,  37.341,  31.015, 109.343,  30.373, 96,  0,   2.896,  10.336,   2.871,   5.098,  18.543,   5.151,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:506, 180449353056817,    3.695,   30.000, 3300,  39.550, 138.552,  38.487,  32.449, 112.726,  31.313, 98,  0,   3.031,  10.652,   2.959,   5.335,  19.099,   5.305,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:615, 180449594112816,    3.804,   30.000, 3500,  39.557, 142.871,  39.686,  32.400, 116.263,  32.295, 98,  0,   3.097,  10.991,   3.053,   5.270,  19.675,   5.465,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:728, 180449842639035,    3.917,   31.000, 3800,  39.869, 147.358,  40.933,  32.558, 119.928,  33.313, 94,  0,   3.139,  11.344,   3.151,   5.285,  20.270,   5.630,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:844, 180450100353716,    4.034,   42.000, 3200,  42.281, 152.293,  42.304,  34.711, 123.979,  34.439, 97,  0,   3.418,  11.743,   3.262,   5.386,  20.898,   5.805,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:17:984, 180450408194655,    4.173,   36.000, 3100,  31.166, 156.639,  43.511,  24.187, 127.352,  35.375, 96,  0,   2.979,  12.158,   3.377,   5.182,  21.621,   6.006,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:18:138, 180450749107700,    4.328,   42.000, 3900,  40.399, 162.876,  45.243,  32.131, 132.313,  36.753, 96,  0,   3.472,  12.694,   3.526,   6.052,  22.555,   6.265,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:18:284, 180451071575488,    4.474,   54.000, 3700,  39.329, 168.620,  46.839,  31.480, 136.910,  38.031, 96,  0,   3.613,  13.222,   3.673,   5.692,  23.386,   6.496,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:18:394, 180451314402959,    4.584,   24.000, 3800,  34.746, 172.441,  47.900,  27.763, 139.963,  38.879, 92,  0,   2.803,  13.530,   3.758,   5.162,  23.954,   6.654,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:18:512, 180451574577414,    4.701,   35.000, 3600,  40.665, 177.233,  49.231,  33.918, 143.960,  39.989, 95,  0,   3.164,  13.903,   3.862,   5.135,  24.559,   6.822,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:18:18:621, 180451814088579,    4.810,   28.000, 3800,  39.209, 181.486,  50.413,  31.959, 147.427,  40.952, 95,  0,   3.006,  14.229,   3.953,   5.205,  25.124,   6.979,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
