System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
07:10:26:459, 179409278107640,    0.121,   20.000, 3900,  31.711,   3.832,   1.065,  25.352,   3.064,   0.851, 78,  0,   2.206,   0.267,   0.074,   4.702,   0.568,   0.158,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:26:570, 179409521834803,    0.231,   30.000, 3900,  40.107,   8.260,   2.294,  33.526,   6.765,   1.879, 85,  0,   3.052,   0.603,   0.168,   4.941,   1.114,   0.309,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:26:692, 179409792749129,    0.354,   29.000, 3900,  39.269,  13.078,   3.633,  32.299,  10.728,   2.980, 82,  0,   3.012,   0.973,   0.270,   4.893,   1.714,   0.476,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:26:795, 179410020780524,    0.457,   43.000, 3600,  47.184,  17.951,   4.986,  40.525,  14.913,   4.142, 99,  0,   3.249,   1.309,   0.363,   5.000,   2.230,   0.620,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:26:917, 179410289728981,    0.579,   42.000, 3900,  43.727,  23.277,   6.466,  36.609,  19.372,   5.381, 89,  0,   3.314,   1.712,   0.476,   4.885,   2.825,   0.785,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:27:027, 179410532352627,    0.689,   28.000, 3900,  38.873,  27.548,   7.652,  32.169,  22.907,   6.363, 83,  0,   2.953,   2.037,   0.566,   4.879,   3.361,   0.934,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:27:149, 179410802540223,    0.811,   30.000, 3900,  41.295,  32.602,   9.056,  34.633,  27.145,   7.540, 86,  0,   3.086,   2.414,   0.671,   4.921,   3.964,   1.101,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:27:256, 179411037857250,    0.918,   35.000, 3900,  43.749,  37.264,  10.351,  36.755,  31.062,   8.628, 96,  0,   3.152,   2.750,   0.764,   4.887,   4.484,   1.246,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:27:365, 179411278687074,    1.027,   33.000, 3900,  44.969,  42.169,  11.714,  38.076,  35.215,   9.782, 92,  0,   3.219,   3.101,   0.861,   4.981,   5.028,   1.397,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:27:474, 179411520026699,    1.136,   28.000, 3900,  40.319,  46.576,  12.938,  33.593,  38.887,  10.802, 87,  0,   3.000,   3.429,   0.953,   4.943,   5.568,   1.547,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:10:27:586, 179411765312807,    1.247,   32.000, 3900,  42.367,  51.282,  14.245,  35.560,  42.837,  11.899, 90,  0,   3.107,   3.774,   1.048,   4.987,   6.122,   1.701,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
