System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
07:11:21:987, 179531883282017,    0.107,   21.000, 3900,  34.424,   3.684,   1.023,  27.965,   2.993,   0.831, 82,  0,   2.212,   0.237,   0.066,   4.888,   0.523,   0.145,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:106, 179532146409118,    0.226,   30.000, 3900,  39.754,   8.422,   2.339,  32.968,   6.922,   1.923, 90,  0,   2.882,   0.580,   0.161,   5.045,   1.124,   0.312,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:218, 179532393643259,    0.338,   23.000, 3900,  37.631,  12.635,   3.510,  30.924,  10.384,   2.885, 97,  0,   2.749,   0.888,   0.247,   4.953,   1.679,   0.466,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:328, 179532636171288,    0.448,   27.000, 3900,  38.800,  16.897,   4.694,  32.241,  13.926,   3.868, 90,  0,   2.798,   1.195,   0.332,   4.952,   2.223,   0.617,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:437, 179532878663889,    0.558,   23.000, 3900,  36.777,  20.936,   5.816,  30.190,  17.241,   4.789, 90,  0,   2.719,   1.494,   0.415,   4.957,   2.767,   0.769,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:545, 179533115322947,    0.665,   27.000, 3900,  40.593,  25.287,   7.024,  33.475,  20.829,   5.786, 91,  0,   2.952,   1.810,   0.503,   4.948,   3.298,   0.916,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:658, 179533366481271,    0.779,   21.000, 3900,  36.304,  29.417,   8.171,  29.963,  24.237,   6.733, 93,  0,   2.663,   2.113,   0.587,   4.902,   3.855,   1.071,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:777, 179533628252591,    0.897,   23.000, 3900,  38.121,  33.936,   9.427,  31.194,  27.935,   7.760, 89,  0,   2.788,   2.444,   0.679,   4.953,   4.442,   1.234,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:889, 179533876526523,    1.010,   25.000, 3900,  40.001,  38.434,  10.676,  33.448,  31.696,   8.805, 91,  0,   2.819,   2.761,   0.767,   4.970,   5.001,   1.389,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:11:22:999, 179534119189306,    1.120,   24.000, 3900,  37.412,  42.545,  11.818,  30.514,  35.050,   9.736, 96,  0,   2.696,   3.057,   0.849,   5.100,   5.562,   1.545,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
