System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
07:16:15:660, 180180317103503,    0.149,   38.000, 3700,  42.940,   6.409,   1.780,  36.177,   5.400,   1.500, 98,  0,   2.702,   0.403,   0.112,   5.052,   0.754,   0.209,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:15:779, 180180577976131,    0.267,   29.000, 3900,  39.748,  11.106,   3.085,  32.649,   9.257,   2.571, 92,  0,   3.060,   0.765,   0.212,   5.294,   1.379,   0.383,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:15:887, 180180818389142,    0.376,   58.000, 3300,  39.500,  15.406,   4.280,  32.507,  12.797,   3.555, 93,  0,   3.432,   1.139,   0.316,   4.997,   1.924,   0.534,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:012, 180181093603473,    0.501,   25.000, 3900,  33.986,  19.643,   5.456,  27.006,  16.163,   4.490, 92,  0,   2.891,   1.499,   0.416,   5.057,   2.554,   0.709,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:120, 180181332518947,    0.609,   31.000, 3900,  41.675,  24.152,   6.709,  34.663,  19.914,   5.532, 92,  0,   3.012,   1.825,   0.507,   5.137,   3.110,   0.864,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:234, 180181583673539,    0.723,   31.000, 3300,  39.114,  28.601,   7.945,  32.071,  23.562,   6.545, 98,  0,   2.923,   2.157,   0.599,   5.082,   3.688,   1.024,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:337, 180181810824478,    0.826,   26.000, 3500,  32.482,  31.943,   8.873,  25.615,  26.197,   7.277, 94,  0,   2.766,   2.442,   0.678,   5.070,   4.209,   1.169,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:446, 180182050679805,    0.934,   29.000, 3400,  38.402,  36.114,  10.032,  31.763,  29.647,   8.235, 95,  0,   2.873,   2.754,   0.765,   5.048,   4.758,   1.322,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:553, 180182288023121,    1.042,   29.000, 3800,  40.937,  40.515,  11.254,  33.650,  33.264,   9.240, 97,  0,   3.030,   3.080,   0.855,   5.182,   5.315,   1.476,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:662, 180182528192903,    1.151,   30.000, 3400,  40.163,  44.883,  12.468,  33.107,  36.865,  10.240, 95,  0,   3.017,   3.408,   0.947,   5.148,   5.875,   1.632,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:770, 180182766744404,    1.259,   28.000, 3400,  35.960,  48.768,  13.547,  28.943,  39.992,  11.109, 96,  0,   2.904,   3.722,   1.034,   5.170,   6.433,   1.787,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:878, 180183006509864,    1.367,   28.000, 3800,  38.327,  52.930,  14.703,  31.707,  43.435,  12.065, 96,  0,   2.881,   4.034,   1.121,   5.156,   6.993,   1.943,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:16:996, 180183266908923,    1.485,   39.000, 3500,  39.262,  57.561,  15.989,  31.782,  47.184,  13.107, 94,  0,   3.390,   4.434,   1.232,   5.340,   7.623,   2.117,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:17:112, 180183522909651,    1.601,   39.000, 3700,  40.691,  62.279,  17.300,  33.585,  51.077,  14.188, 95,  0,   3.345,   4.822,   1.339,   5.141,   8.219,   2.283,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:17:237, 180183799034664,    1.726,   40.000, 3700,  36.232,  66.810,  18.558,  29.117,  54.719,  15.200, 96,  0,   3.193,   5.221,   1.450,   5.151,   8.863,   2.462,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:17:363, 180184077541004,    1.852,   78.000, 2900,  39.338,  71.771,  19.937,  31.709,  58.718,  16.311, 95,  0,   3.819,   5.703,   1.584,   5.346,   9.537,   2.649,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:17:486, 180184349054412,    1.975,   82.000, 3000,  36.351,  76.241,  21.178,  28.815,  62.262,  17.295, 95,  0,   4.008,   6.196,   1.721,   5.259,  10.184,   2.829,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:17:620, 180184645090122,    2.109,   64.000, 3700,  36.927,  81.192,  22.553,  29.259,  66.185,  18.385, 92,  0,   3.718,   6.695,   1.860,   5.518,  10.924,   3.034,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:17:754, 180184939431028,    2.243,   57.000, 2700,  39.750,  86.491,  24.025,  30.960,  70.312,  19.531, 97,  0,   3.755,   7.195,   1.999,   6.292,  11.763,   3.267,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:17:918, 180185302189629,    2.407,   68.000, 3100,  39.855,  93.039,  25.844,  31.490,  75.485,  20.968, 96,  0,   3.590,   7.785,   2.162,   6.284,  12.795,   3.554,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:18:071, 180185639405530,    2.560,   74.000, 3300,  37.588,  98.780,  27.439,  29.120,  79.933,  22.204, 96,  0,   3.683,   8.347,   2.319,   6.180,  13.739,   3.816,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:18:179, 180185877665145,    2.668,   54.000, 3600,  41.726, 103.282,  28.690,  32.792,  83.471,  23.186, 96,  0,   3.666,   8.743,   2.429,   6.641,  14.456,   4.015,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:18:287, 180186117768738,    2.776,   55.000, 3300,  37.577, 107.369,  29.825,  29.073,  86.633,  24.065, 94,  0,   3.533,   9.127,   2.535,   6.569,  15.170,   4.214,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:18:395, 180186355124482,    2.884,   29.000, 3800,  38.485, 111.506,  30.974,  30.833,  89.947,  24.985, 97,  0,   3.107,   9.461,   2.628,   5.656,  15.778,   4.383,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:18:503, 180186593046389,    2.992,   32.000, 3900,  40.653, 115.886,  32.191,  33.154,  93.519,  25.978, 92,  0,   3.174,   9.803,   2.723,   5.310,  16.350,   4.542,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:18:612, 180186834230277,    3.101,   28.000, 3900,  39.461, 120.197,  33.388,  32.238,  97.041,  26.956, 91,  0,   3.079,  10.140,   2.817,   5.485,  16.949,   4.708,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:18:735, 180187106626207,    3.224,   29.000, 3300,  38.718, 124.973,  34.715,  31.147, 100.883,  28.023, 96,  0,   3.236,  10.539,   2.927,   5.571,  17.636,   4.899,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:16:18:845, 180187348051610,    3.334,   30.000, 3400,  41.079, 129.465,  35.962,  33.863, 104.586,  29.052, 98,  0,   2.989,  10.866,   3.018,   5.173,  18.202,   5.056,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
