System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
07:15:17:970, 180052936383636,    0.104,   17.000, 3900,  27.006,   2.818,   0.783,  20.450,   2.134,   0.593, 92,  0,   1.927,   0.201,   0.056,   4.963,   0.518,   0.144,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:18:087, 180053194719402,    0.221,   26.000, 3900,  38.967,   7.378,   2.049,  32.038,   5.883,   1.634, 94,  0,   2.836,   0.533,   0.148,   5.169,   1.123,   0.312,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:18:195, 180053433810151,    0.330,   23.000, 3800,  37.541,  11.443,   3.179,  30.875,   9.226,   2.563, 96,  0,   2.720,   0.827,   0.230,   5.040,   1.668,   0.463,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:18:304, 180053681369836,    0.442,   49.000, 2900,  43.300,  16.297,   4.527,  36.317,  13.298,   3.694, 97,  0,   3.272,   1.194,   0.332,   5.019,   2.231,   0.620,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:18:454, 180054003989687,    0.588,   46.000, 3800,  36.793,  21.673,   6.020,  29.965,  17.676,   4.910, 96,  0,   3.182,   1.659,   0.461,   4.981,   2.959,   0.822,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:18:570, 180054261436198,    0.704,   28.000, 3900,  36.802,  25.964,   7.212,  29.788,  21.149,   5.875, 93,  0,   2.868,   1.994,   0.554,   5.036,   3.546,   0.985,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:18:679, 180054500716685,    0.813,   22.000, 3900,  36.132,  29.880,   8.300,  29.503,  24.346,   6.763, 96,  0,   2.709,   2.287,   0.635,   5.057,   4.094,   1.137,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:18:787, 180054740131261,    0.921,   23.000, 3900,  37.021,  33.894,   9.415,  29.958,  27.595,   7.665, 91,  0,   2.742,   2.585,   0.718,   5.027,   4.639,   1.289,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:18:896, 180054979806405,    1.030,   23.000, 3900,  35.897,  37.791,  10.497,  29.395,  30.786,   8.552, 91,  0,   2.729,   2.881,   0.800,   5.035,   5.186,   1.440,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:003, 180055218195584,    1.138,   28.000, 3900,  40.248,  42.136,  11.704,  33.384,  34.390,   9.553, 89,  0,   2.853,   3.189,   0.886,   5.054,   5.731,   1.592,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:111, 180055455946178,    1.245,   24.000, 3900,  38.053,  46.233,  12.843,  30.952,  37.723,  10.478, 88,  0,   2.783,   3.488,   0.969,   5.068,   6.277,   1.744,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:220, 180055695536069,    1.354,   23.000, 3900,  37.324,  50.284,  13.968,  30.702,  41.054,  11.404, 91,  0,   2.757,   3.788,   1.052,   5.037,   6.823,   1.895,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:328, 180055935195429,    1.463,   24.000, 3900,  37.544,  54.359,  15.100,  30.681,  44.384,  12.329, 89,  0,   2.747,   4.086,   1.135,   5.074,   7.374,   2.048,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:437, 180056174747056,    1.571,   24.000, 3900,  37.346,  58.410,  16.225,  30.713,  47.716,  13.255, 90,  0,   2.736,   4.383,   1.217,   5.033,   7.920,   2.200,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:545, 180056413074250,    1.679,   22.000, 3900,  36.023,  62.298,  17.305,  29.139,  50.862,  14.128, 88,  0,   2.722,   4.677,   1.299,   5.030,   8.463,   2.351,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:653, 180056653353497,    1.788,   28.000, 3800,  39.273,  66.572,  18.492,  32.484,  54.396,  15.110, 97,  0,   2.873,   4.989,   1.386,   5.050,   9.013,   2.504,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:770, 180056910096671,    1.904,   35.000, 3400,  41.189,  71.362,  19.823,  34.163,  58.369,  16.214, 96,  0,   3.155,   5.356,   1.488,   5.059,   9.601,   2.667,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:878, 180057149252517,    2.012,   31.000, 3900,  38.734,  75.557,  20.988,  31.529,  61.784,  17.162, 92,  0,   3.073,   5.689,   1.580,   5.173,  10.161,   2.823,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:19:987, 180057389630045,    2.121,   30.000, 3900,  39.017,  79.805,  22.168,  32.074,  65.276,  18.132, 90,  0,   2.978,   6.013,   1.670,   5.042,  10.710,   2.975,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:20:103, 180057646547736,    2.238,   50.000, 2900,  40.412,  84.507,  23.474,  33.556,  69.180,  19.217, 96,  0,   3.144,   6.379,   1.772,   5.046,  11.297,   3.138,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:20:228, 180057922251154,    2.362,   35.000, 3900,  35.528,  88.943,  24.706,  28.634,  72.756,  20.210, 90,  0,   3.025,   6.757,   1.877,   5.017,  11.924,   3.312,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:20:337, 180058162360263,    2.471,   25.000, 3900,  37.969,  93.072,  25.853,  31.014,  76.128,  21.147, 94,  0,   2.752,   7.056,   1.960,   5.094,  12.478,   3.466,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:20:445, 180058401297663,    2.579,   23.000, 3600,  37.135,  97.091,  26.970,  30.436,  79.422,  22.062, 93,  0,   2.681,   7.346,   2.041,   5.018,  13.021,   3.617,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:20:620, 180058786972178,    2.754,   37.000, 3900,  41.515, 104.342,  28.984,  34.566,  85.459,  23.739, 92,  0,   2.827,   7.840,   2.178,   5.090,  13.910,   3.864,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:20:728, 180059026299508,    2.862,   23.000, 3900,  36.787, 108.330,  30.092,  30.136,  88.726,  24.646, 88,  0,   2.704,   8.133,   2.259,   5.072,  14.460,   4.017,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:20:843, 180059280388641,    2.978,   26.000, 3600,  37.452, 112.639,  31.289,  30.589,  92.246,  25.624, 99,  0,   2.757,   8.450,   2.347,   5.066,  15.043,   4.179,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:20:953, 180059523336198,    3.088,   26.000, 3900,  38.474, 116.873,  32.465,  31.702,  95.734,  26.593, 94,  0,   2.833,   8.762,   2.434,   5.070,  15.600,   4.333,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:061, 180059761899574,    3.196,   27.000, 3900,  40.238, 121.220,  33.672,  33.431,  99.346,  27.596, 95,  0,   2.844,   9.069,   2.519,   5.033,  16.144,   4.485,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:168, 180059997966560,    3.303,   30.000, 3900,  37.372, 125.216,  34.782,  30.397, 102.596,  28.499, 89,  0,   2.929,   9.382,   2.606,   5.052,  16.684,   4.635,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:278, 180060240459701,    3.412,   26.000, 3900,  38.992, 129.498,  35.972,  32.090, 106.120,  29.478, 88,  0,   2.817,   9.692,   2.692,   5.075,  17.242,   4.789,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:393, 180060494146599,    3.527,   27.000, 3900,  39.800, 134.071,  37.242,  32.859, 109.896,  30.527, 91,  0,   2.804,  10.014,   2.782,   5.060,  17.823,   4.951,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:510, 180060752144127,    3.644,   30.000, 3500,  39.845, 138.727,  38.535,  33.001, 113.752,  31.598, 95,  0,   2.945,  10.358,   2.877,   5.006,  18.408,   5.113,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:620, 180060995664775,    3.754,   25.000, 3900,  37.781, 142.894,  39.693,  31.045, 117.176,  32.549, 89,  0,   2.791,  10.666,   2.963,   5.094,  18.970,   5.269,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:728, 180061233895940,    3.862,   28.000, 3900,  41.378, 147.358,  40.933,  34.423, 120.890,  33.580, 95,  0,   2.877,  10.976,   3.049,   5.097,  19.520,   5.422,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:853, 180061509488382,    3.987,   31.000, 3700,  39.071, 152.235,  42.287,  32.069, 124.892,  34.692, 97,  0,   2.925,  11.341,   3.150,   5.098,  20.156,   5.599,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:21:961, 180061748493083,    4.095,   56.000, 3900,  38.126, 156.362,  43.434,  31.135, 128.263,  35.628, 89,  0,   3.276,  11.696,   3.249,   5.153,  20.714,   5.754,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:22:077, 180062005625504,    4.212,   30.000, 3500,  43.144, 161.386,  44.829,  36.363, 132.497,  36.805, 99,  0,   2.996,  12.045,   3.346,   5.057,  21.303,   5.917,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:15:22:195, 180062264523087,    4.329,   25.000, 3900,  36.887, 165.711,  46.031,  30.105, 136.027,  37.785, 89,  0,   2.825,  12.376,   3.438,   5.076,  21.898,   6.083,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
