System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:46:15:428, 160307737283337,    0.109,   52.000, 3200,  50.150,   5.444,   1.512,  30.747,   3.338,   0.927, 91,  0,   3.732,   0.405,   0.113,   6.677,   0.725,   0.201,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:15:551, 160308008972212,    0.232,   55.000, 3100,  47.676,  11.311,   3.142,  28.535,   6.849,   1.903, 91,  0,   3.670,   0.857,   0.238,   6.650,   1.543,   0.429,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:15:658, 160308245878366,    0.339,   42.000, 3100,  44.286,  16.062,   4.462,  25.217,   9.555,   2.654, 92,  0,   3.576,   1.240,   0.345,   6.747,   2.267,   0.630,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:15:798, 160308554238404,    0.479,   81.000, 2900,  47.952,  22.759,   6.322,  28.329,  13.511,   3.753, 89,  0,   3.915,   1.787,   0.496,   6.893,   3.230,   0.897,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:15:921, 160308826356445,    0.602,   42.000, 3000,  42.788,  28.032,   7.787,  23.824,  16.447,   4.569, 90,  0,   3.585,   2.229,   0.619,   6.616,   4.045,   1.124,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:16:045, 160309098667665,    0.725,   46.000, 3100,  43.402,  33.385,   9.274,  24.404,  19.457,   5.405, 90,  0,   3.522,   2.663,   0.740,   6.702,   4.872,   1.353,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:16:187, 160309413352438,    0.868,   54.000, 3000,  46.737,  40.046,  11.124,  27.105,  23.320,   6.478, 90,  0,   3.804,   3.205,   0.890,   6.898,   5.855,   1.626,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:16:296, 160309653149538,    0.976,   44.000, 3100,  42.912,  44.706,  12.418,  24.181,  25.946,   7.207, 90,  0,   3.525,   3.588,   0.997,   6.604,   6.572,   1.826,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:16:419, 160309926470796,    1.100,   71.000, 3000,  48.402,  50.698,  14.083,  28.919,  29.526,   8.202, 94,  0,   3.965,   4.079,   1.133,   6.713,   7.403,   2.056,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:16:542, 160310197446053,    1.223,   59.000, 2900,  45.479,  56.279,  15.633,  25.755,  32.687,   9.080, 90,  0,   3.871,   4.554,   1.265,   7.082,   8.272,   2.298,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:16:665, 160310470753085,    1.347,   59.000, 3000,  44.725,  61.815,  17.171,  25.080,  35.791,   9.942, 90,  0,   3.761,   5.020,   1.394,   7.026,   9.142,   2.539,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:16:791, 160310746849214,    1.472,   47.000, 3000,  43.883,  67.303,  18.695,  24.672,  38.876,  10.799, 90,  0,   3.601,   5.470,   1.519,   6.745,   9.985,   2.774,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:16:915, 160311021867847,    1.596,   43.000, 3100,  41.888,  72.520,  20.144,  22.813,  41.718,  11.588, 92,  0,   3.524,   5.909,   1.641,   6.807,  10.833,   3.009,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:17:022, 160311257931274,    1.703,   44.000, 3100,  44.352,  77.262,  21.462,  24.873,  44.377,  12.327, 89,  0,   3.673,   6.301,   1.750,   7.011,  11.583,   3.217,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:17:146, 160311531318755,    1.827,   61.000, 3000,  47.724,  83.171,  23.103,  28.295,  47.880,  13.300, 93,  0,   3.987,   6.795,   1.888,   6.718,  12.414,   3.448,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:17:268, 160311801765840,    1.949,   59.000, 3000,  47.197,  88.952,  24.709,  27.757,  51.280,  14.244, 90,  0,   3.929,   7.276,   2.021,   6.667,  13.231,   3.675,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:17:407, 160312105938218,    2.087,   58.000, 2900,  43.725,  94.975,  26.382,  24.672,  54.679,  15.189, 91,  0,   3.783,   7.797,   2.166,   6.730,  14.158,   3.933,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:17:529, 160312376642322,    2.210,   54.000, 3000,  45.220, 100.519,  27.922,  25.587,  57.816,  16.060, 94,  0,   3.766,   8.259,   2.294,   6.987,  15.015,   4.171,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:17:683, 160312716784846,    2.364,   60.000, 2900,  45.795, 107.574,  29.882,  26.445,  61.890,  17.192, 90,  0,   3.869,   8.855,   2.460,   6.772,  16.058,   4.461,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:17:821, 160313021920498,    2.502,   79.000, 2900,  45.246, 113.827,  31.619,  26.629,  65.570,  18.214, 89,  0,   3.649,   9.359,   2.600,   6.225,  16.918,   4.700,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:17:945, 160313293978201,    2.625,   58.000, 3000,  43.551, 119.193,  33.109,  24.214,  68.553,  19.043, 92,  0,   3.783,   9.826,   2.729,   6.891,  17.767,   4.935,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:46:18:055, 160313538432926,    2.736,   54.000, 3000,  44.255, 124.092,  34.470,  24.727,  71.291,  19.803, 92,  0,   3.723,  10.238,   2.844,   6.848,  18.526,   5.146,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
