System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:45:42:652, 160235367168101,    0.118,   44.000, 3200,  43.899,   5.195,   1.443,  25.708,   3.042,   0.845, 90,  0,   3.117,   0.369,   0.102,   6.088,   0.720,   0.200,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:42:760, 160235606701063,    0.227,   38.000, 3200,  44.276,   9.998,   2.777,  25.599,   5.819,   1.616, 88,  0,   3.197,   0.716,   0.199,   6.178,   1.391,   0.386,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:42:883, 160235877286901,    0.349,   35.000, 3200,  43.198,  15.292,   4.248,  24.885,   8.869,   2.464, 88,  0,   3.155,   1.102,   0.306,   6.188,   2.149,   0.597,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:42:991, 160236117170469,    0.458,   36.000, 3300,  45.108,  20.192,   5.609,  26.574,  11.756,   3.265, 89,  0,   3.162,   1.446,   0.402,   6.165,   2.819,   0.783,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:43:102, 160236361830859,    0.569,   54.000, 3100,  49.500,  25.677,   7.133,  30.919,  15.182,   4.217, 96,  0,   3.502,   1.834,   0.509,   6.216,   3.507,   0.974,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:43:238, 160236660495258,    0.704,   64.000, 3000,  47.734,  32.134,   8.926,  29.207,  19.132,   5.315, 92,  0,   3.670,   2.330,   0.647,   6.143,   4.338,   1.205,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:43:361, 160236934965026,    0.828,   44.000, 3100,  42.569,  37.425,  10.396,  24.167,  22.137,   6.149, 90,  0,   3.221,   2.731,   0.759,   6.207,   5.110,   1.419,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:43:468, 160237168805787,    0.934,   39.000, 3100,  42.576,  41.934,  11.648,  24.067,  24.685,   6.857, 89,  0,   3.195,   3.069,   0.853,   6.206,   5.767,   1.602,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:43:589, 160237437035666,    1.056,   39.000, 3200,  44.060,  47.287,  13.135,  25.420,  27.773,   7.715, 91,  0,   3.223,   3.461,   0.961,   6.152,   6.514,   1.810,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:43:712, 160237708491377,    1.179,   44.000, 3200,  45.968,  52.938,  14.705,  27.407,  31.143,   8.651, 90,  0,   3.367,   3.875,   1.076,   6.208,   7.278,   2.022,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
