System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:45:01:655, 160144845554043,    0.112,   40.000, 3200,  45.657,   5.124,   1.423,  27.309,   3.065,   0.851, 89,  0,   3.166,   0.355,   0.099,   6.173,   0.693,   0.192,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:01:763, 160145083756773,    0.220,   57.000, 3100,  47.099,  10.206,   2.835,  27.740,   6.058,   1.683, 91,  0,   3.804,   0.766,   0.213,   6.765,   1.423,   0.395,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:01:871, 160145323622185,    0.329,   54.000, 3000,  45.515,  15.150,   4.208,  25.744,   8.854,   2.460, 88,  0,   3.747,   1.173,   0.326,   7.015,   2.185,   0.607,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:01:978, 160145558299195,    0.435,   46.000, 3000,  46.305,  20.072,   5.575,  27.905,  11.820,   3.283, 92,  0,   3.431,   1.537,   0.427,   6.182,   2.842,   0.789,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:02:103, 160145834808477,    0.560,   55.000, 3000,  44.202,  25.607,   7.113,  25.789,  15.050,   4.180, 93,  0,   3.233,   1.942,   0.540,   6.185,   3.616,   1.005,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:02:211, 160146073499906,    0.668,   46.000, 3100,  44.856,  30.456,   8.460,  26.375,  17.901,   4.972, 92,  0,   3.410,   2.311,   0.642,   6.149,   4.281,   1.189,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:02:333, 160146343857193,    0.791,   48.000, 3000,  45.490,  36.026,  10.007,  26.891,  21.194,   5.887, 90,  0,   3.328,   2.719,   0.755,   6.096,   5.027,   1.397,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:02:456, 160146615120068,    0.914,   67.000, 3000,  47.372,  41.846,  11.624,  27.988,  24.632,   6.842, 90,  0,   3.918,   3.200,   0.889,   6.727,   5.854,   1.626,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:02:581, 160146889578810,    1.038,   79.000, 2900,  46.177,  47.586,  13.218,  26.545,  27.932,   7.759, 91,  0,   4.140,   3.714,   1.032,   6.996,   6.724,   1.868,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:02:688, 160147126311877,    1.145,   66.000, 2900,  44.685,  52.377,  14.549,  26.098,  30.730,   8.536, 92,  0,   3.719,   4.113,   1.143,   6.241,   7.393,   2.054,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:02:841, 160147463698061,    1.298,   55.000, 2900,  43.231,  58.982,  16.384,  24.736,  34.509,   9.586, 90,  0,   3.411,   4.634,   1.287,   6.039,   8.315,   2.310,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:02:963, 160147735118159,    1.421,   37.000, 3100,  41.014,  64.024,  17.784,  22.568,  37.284,  10.357, 88,  0,   3.136,   5.020,   1.394,   6.171,   9.074,   2.521,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:03:071, 160147971664645,    1.528,   47.000, 3100,  45.023,  68.848,  19.124,  26.616,  40.135,  11.149, 89,  0,   3.332,   5.377,   1.494,   6.166,   9.735,   2.704,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:03:178, 160148209776181,    1.636,   38.000, 3100,  43.493,  73.538,  20.427,  24.833,  42.813,  11.893, 90,  0,   3.229,   5.725,   1.590,   6.300,  10.414,   2.893,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:03:301, 160148481087568,    1.759,   40.000, 3200,  43.508,  78.884,  21.912,  25.060,  45.892,  12.748, 89,  0,   3.187,   6.117,   1.699,   6.160,  11.171,   3.103,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:03:425, 160148753539013,    1.882,   36.000, 3200,  43.541,  84.256,  23.405,  25.280,  49.012,  13.614, 87,  0,   3.104,   6.500,   1.806,   6.155,  11.930,   3.314,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:03:534, 160148996181798,    1.992,   35.000, 3200,  43.793,  89.069,  24.741,  25.358,  51.798,  14.388, 88,  0,   3.155,   6.847,   1.902,   6.188,  12.610,   3.503,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:03:658, 160149267524397,    2.115,   51.000, 3200,  48.340,  95.010,  26.392,  29.670,  55.444,  15.401, 91,  0,   3.609,   7.290,   2.025,   6.165,  13.368,   3.713,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:03:765, 160149504929189,    2.222,   58.000, 3100,  48.281, 100.201,  27.834,  28.678,  58.528,  16.258, 91,  0,   3.888,   7.708,   2.141,   6.818,  14.101,   3.917,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:03:888, 160149776773752,    2.346,   72.000, 3000,  48.262, 106.143,  29.484,  28.167,  61.996,  17.221, 92,  0,   4.193,   8.224,   2.285,   7.366,  15.008,   4.169,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:043, 160150119513371,    2.501,   90.000, 2900,  47.360, 113.494,  31.526,  27.142,  66.209,  18.391, 92,  0,   4.286,   8.890,   2.469,   7.492,  16.171,   4.492,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:180, 160150422308009,    2.638,   62.000, 2900,  42.664, 119.345,  33.151,  23.399,  69.418,  19.283, 88,  0,   3.697,   9.397,   2.610,   6.740,  17.095,   4.749,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:288, 160150660044906,    2.746,   61.000, 2900,  43.616, 124.041,  34.456,  23.857,  71.987,  19.996, 89,  0,   3.907,   9.817,   2.727,   7.027,  17.852,   4.959,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:411, 160150930204875,    2.868,   54.000, 3000,  43.392, 129.350,  35.931,  24.123,  74.938,  20.816, 89,  0,   3.744,  10.275,   2.854,   6.843,  18.689,   5.191,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:520, 160151172634616,    2.978,   41.000, 3100,  41.765, 133.936,  37.204,  23.250,  77.491,  21.525, 88,  0,   3.130,  10.619,   2.950,   6.172,  19.367,   5.380,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:630, 160151413854605,    3.087,   39.000, 3100,  42.508, 138.580,  38.494,  24.231,  80.138,  22.261, 87,  0,   3.148,  10.963,   3.045,   6.144,  20.038,   5.566,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:752, 160151685125324,    3.210,   56.000, 3100,  46.710, 144.318,  40.088,  27.435,  83.509,  23.197, 92,  0,   3.652,  11.412,   3.170,   6.747,  20.867,   5.796,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:874, 160151954353897,    3.332,   60.000, 3000,  46.643, 150.006,  41.668,  26.818,  86.779,  24.105, 89,  0,   3.937,  11.892,   3.303,   7.125,  21.735,   6.038,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:04:998, 160152228788243,    3.456,   70.000, 2900,  47.057, 155.854,  43.293,  28.564,  90.329,  25.091, 92,  0,   3.641,  12.344,   3.429,   6.138,  22.498,   6.250,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:05:122, 160152500058437,    3.579,   42.000, 3000,  42.424, 161.066,  44.741,  23.843,  93.258,  25.905, 89,  0,   3.274,  12.747,   3.541,   6.206,  23.261,   6.461,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:05:243, 160152769393159,    3.701,   40.000, 3100,  42.911, 166.301,  46.195,  24.537,  96.251,  26.736, 92,  0,   3.210,  13.138,   3.649,   6.160,  24.012,   6.670,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:05:352, 160153009855209,    3.810,   38.000, 3200,  43.069, 170.991,  47.498,  24.568,  98.927,  27.480, 91,  0,   3.184,  13.485,   3.746,   6.196,  24.687,   6.858,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
