System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:44:41:066, 160099385237807,    0.113,   50.000, 3000,  56.723,   6.428,   1.785,  38.169,   4.325,   1.201, 96,  0,   3.476,   0.394,   0.109,   6.144,   0.696,   0.193,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:41:188, 160099655806304,    0.236,   50.000, 3200,  50.394,  12.603,   3.501,  31.699,   8.210,   2.280, 96,  0,   3.578,   0.832,   0.231,   6.072,   1.440,   0.400,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:41:312, 160099927681304,    0.359,   44.000, 3400,  50.737,  18.850,   5.236,  32.336,  12.191,   3.386, 96,  0,   3.443,   1.256,   0.349,   6.081,   2.189,   0.608,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:41:419, 160100166256857,    0.467,   36.000, 3400,  51.068,  24.368,   6.769,  32.494,  15.702,   4.362, 95,  0,   3.154,   1.597,   0.444,   6.326,   2.872,   0.798,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:41:527, 160100402495326,    0.574,   70.000, 2900,  48.838,  29.594,   8.220,  30.297,  18.944,   5.262, 95,  0,   3.752,   1.998,   0.555,   6.032,   3.518,   0.977,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:41:683, 160100746660728,    0.730,   65.000, 3300,  48.971,  37.227,  10.341,  30.330,  23.671,   6.575, 96,  0,   3.599,   2.559,   0.711,   6.173,   4.480,   1.244,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:41:792, 160100988230408,    0.839,   48.000, 3700,  49.770,  42.672,  11.853,  31.081,  27.072,   7.520, 91,  0,   3.530,   2.946,   0.818,   6.378,   5.178,   1.438,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:41:916, 160101261876295,    0.963,   58.000, 3300,  50.872,  48.977,  13.605,  31.878,  31.023,   8.617, 94,  0,   3.809,   3.418,   0.949,   6.397,   5.971,   1.658,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:42:055, 160101569990447,    1.103,   66.000, 2800,  50.855,  56.073,  15.576,  31.611,  35.434,   9.843, 96,  0,   3.942,   3.968,   1.102,   6.514,   6.879,   1.911,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:44:42:223, 160101941880785,    1.271,   82.000, 2800,  47.732,  64.113,  17.809,  29.049,  40.326,  11.202, 95,  0,   3.846,   4.615,   1.282,   6.258,   7.934,   2.204,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
