System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:45:53:969, 160260355674410,    0.113,   66.000, 2900,  46.694,   5.292,   1.470,  26.255,   2.976,   0.827, 90,  0,   3.996,   0.453,   0.126,   7.494,   0.849,   0.236,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:54:094, 160260631281509,    0.238,   50.000, 3000,  42.653,  10.616,   2.949,  24.181,   5.994,   1.665, 89,  0,   3.401,   0.878,   0.244,   6.314,   1.638,   0.455,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:54:217, 160260904200336,    0.362,   44.000, 3100,  42.598,  15.882,   4.412,  24.027,   8.964,   2.490, 89,  0,   3.288,   1.284,   0.357,   6.205,   2.404,   0.668,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:54:328, 160261149455172,    0.473,   41.000, 3100,  43.981,  20.767,   5.769,  25.486,  11.795,   3.276, 89,  0,   3.251,   1.645,   0.457,   6.218,   3.095,   0.860,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:54:452, 160261422912202,    0.597,   58.000, 3000,  47.999,  26.711,   7.420,  28.423,  15.315,   4.254, 93,  0,   3.799,   2.116,   0.588,   6.987,   3.960,   1.100,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:54:563, 160261666996779,    0.707,   63.000, 3000,  47.563,  31.969,   8.880,  26.962,  18.295,   5.082, 90,  0,   4.117,   2.571,   0.714,   7.659,   4.807,   1.335,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:54:684, 160261935235621,    0.829,   35.000, 3000,  43.425,  37.245,  10.346,  24.853,  21.315,   5.921, 96,  0,   3.393,   2.983,   0.829,   6.387,   5.583,   1.551,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:54:901, 160262412889600,    1.045,  123.000, 2900,  47.443,  47.508,  13.197,  28.025,  27.377,   7.605, 91,  0,   4.026,   3.854,   1.071,   6.806,   7.055,   1.960,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:55:039, 160262718605603,    1.184,   81.000, 2800,  45.411,  53.795,  14.943,  25.491,  30.907,   8.585, 92,  0,   4.187,   4.434,   1.232,   7.018,   8.027,   2.230,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:55:178, 160263025657937,    1.323,   70.000, 2900,  43.823,  59.890,  16.636,  23.968,  34.240,   9.511, 89,  0,   3.944,   4.982,   1.384,   7.242,   9.034,   2.509,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:55:302, 160263298868159,    1.446,   67.000, 2900,  44.950,  65.452,  18.181,  25.334,  37.374,  10.382, 91,  0,   3.955,   5.471,   1.520,   6.898,   9.888,   2.747,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:55:427, 160263574728374,    1.571,   58.000, 2900,  43.960,  70.944,  19.707,  24.270,  40.407,  11.224, 90,  0,   3.809,   5.947,   1.652,   7.092,  10.774,   2.993,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:55:534, 160263810695301,    1.678,   39.000, 3000,  39.690,  75.185,  20.885,  21.568,  42.712,  11.864, 87,  0,   3.098,   6.278,   1.744,   6.234,  11.440,   3.178,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:55:658, 160264084022282,    1.802,   43.000, 3100,  43.961,  80.627,  22.396,  25.384,  45.854,  12.737, 92,  0,   3.293,   6.686,   1.857,   6.213,  12.209,   3.391,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:55:782, 160264359004271,    1.926,   46.000, 3100,  44.788,  86.205,  23.946,  26.129,  49.108,  13.641, 88,  0,   3.451,   7.116,   1.977,   6.111,  12.970,   3.603,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:55:903, 160264627694437,    2.048,   41.000, 3100,  42.509,  91.378,  25.383,  24.276,  52.062,  14.462, 88,  0,   3.189,   7.504,   2.084,   6.200,  13.724,   3.812,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:012, 160264866961314,    2.156,   38.000, 3200,  44.658,  96.217,  26.727,  25.873,  54.866,  15.240, 90,  0,   3.225,   7.853,   2.181,   6.227,  14.399,   4.000,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:135, 160265140053582,    2.280,   48.000, 3200,  46.074, 101.916,  28.310,  27.853,  58.311,  16.197, 90,  0,   3.424,   8.277,   2.299,   6.157,  15.161,   4.211,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:245, 160265380382298,    2.389,   46.000, 3100,  45.030, 106.817,  29.671,  26.445,  61.189,  16.997, 91,  0,   3.404,   8.647,   2.402,   6.122,  15.827,   4.396,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:369, 160265654688379,    2.513,   73.000, 3000,  49.526, 112.970,  31.380,  29.421,  64.844,  18.012, 94,  0,   4.056,   9.151,   2.542,   7.139,  16.714,   4.643,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:490, 160265921382501,    2.634,   55.000, 3000,  44.087, 118.295,  32.860,  24.826,  67.843,  18.845, 92,  0,   3.658,   9.593,   2.665,   6.930,  17.551,   4.875,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:598, 160266160785465,    2.742,   60.000, 3000,  46.413, 123.327,  34.258,  26.844,  70.753,  19.654, 92,  0,   3.899,  10.016,   2.782,   6.828,  18.291,   5.081,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:736, 160266465975407,    2.881,   74.000, 2900,  46.380, 129.738,  36.038,  26.492,  74.415,  20.671, 92,  0,   4.072,  10.578,   2.938,   7.266,  19.296,   5.360,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:860, 160266740505370,    3.005,   46.000, 3000,  41.794, 134.934,  37.482,  23.405,  77.325,  21.479, 89,  0,   3.383,  10.999,   3.055,   6.134,  20.058,   5.572,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:56:984, 160267012939185,    3.128,   47.000, 3100,  43.491, 140.300,  38.972,  24.758,  80.380,  22.328, 90,  0,   3.493,  11.430,   3.175,   6.131,  20.815,   5.782,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:57:092, 160267252258128,    3.237,   79.000, 2900,  50.027, 145.722,  40.478,  31.564,  83.801,  23.278, 96,  0,   3.842,  11.847,   3.291,   6.082,  21.474,   5.965,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:57:217, 160267526425758,    3.361,   58.000, 3000,  43.740, 151.154,  41.987,  24.554,  86.850,  24.125, 91,  0,   3.791,  12.317,   3.421,   6.707,  22.307,   6.196,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:57:340, 160267801383192,    3.485,   70.000, 2900,  46.572, 156.953,  43.598,  26.258,  90.120,  25.033, 91,  0,   4.195,  12.840,   3.567,   7.372,  23.225,   6.451,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:57:466, 160268077747748,    3.611,   57.000, 2900,  43.768, 162.431,  45.120,  24.587,  93.197,  25.888, 91,  0,   3.675,  13.300,   3.694,   6.749,  24.069,   6.686,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:57:605, 160268385055881,    3.750,   54.000, 3000,  44.951, 168.688,  46.858,  26.361,  96.866,  26.907, 92,  0,   3.466,  13.782,   3.828,   6.275,  24.943,   6.929,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
