System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:45:23:252, 160192531541340,    0.113,   46.000, 3200,  47.569,   5.355,   1.487,  29.341,   3.303,   0.917, 90,  0,   3.378,   0.380,   0.106,   6.113,   0.688,   0.191,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:23:363, 160192776260776,    0.223,   44.000, 3200,  45.403,  10.387,   2.885,  26.710,   6.263,   1.740, 89,  0,   3.336,   0.750,   0.208,   6.313,   1.388,   0.385,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:23:486, 160193048061006,    0.346,   37.000, 3200,  43.811,  15.780,   4.383,  25.294,   9.377,   2.605, 94,  0,   3.176,   1.141,   0.317,   6.258,   2.158,   0.599,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:23:595, 160193288934691,    0.456,   35.000, 3300,  43.524,  20.528,   5.702,  25.194,  12.125,   3.368, 88,  0,   3.101,   1.479,   0.411,   6.199,   2.834,   0.787,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:23:719, 160193564392494,    0.580,   38.000, 3200,  46.428,  26.320,   7.311,  27.779,  15.591,   4.331, 90,  0,   3.261,   1.886,   0.524,   6.208,   3.609,   1.002,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:23:842, 160193833912501,    0.702,   42.000, 3200,  45.493,  31.873,   8.854,  26.993,  18.886,   5.246, 93,  0,   3.349,   2.295,   0.637,   6.246,   4.371,   1.214,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:23:964, 160194105743427,    0.826,   39.000, 3200,  45.054,  37.420,  10.394,  26.573,  22.157,   6.155, 89,  0,   3.229,   2.693,   0.748,   6.236,   5.139,   1.427,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:087, 160194376827916,    0.948,   40.000, 3200,  44.892,  42.931,  11.925,  26.333,  25.390,   7.053, 89,  0,   3.261,   3.093,   0.859,   6.165,   5.896,   1.638,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:197, 160194619297491,    1.058,   74.000, 3000,  51.545,  48.592,  13.498,  32.873,  29.000,   8.056, 95,  0,   3.742,   3.504,   0.973,   6.130,   6.569,   1.825,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:319, 160194888823035,    1.180,   41.000, 3100,  42.815,  53.818,  14.949,  24.391,  31.977,   8.883, 89,  0,   3.319,   3.909,   1.086,   6.109,   7.315,   2.032,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:428, 160195129368491,    1.289,   45.000, 3100,  44.253,  58.639,  16.289,  25.741,  34.782,   9.662, 92,  0,   3.321,   4.271,   1.186,   6.210,   7.991,   2.220,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:552, 160195401593572,    1.412,   40.000, 3100,  43.635,  64.019,  17.783,  25.171,  37.885,  10.524, 89,  0,   3.251,   4.672,   1.298,   6.204,   8.756,   2.432,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:659, 160195638188514,    1.520,   35.000, 3200,  43.393,  68.669,  19.075,  25.025,  40.567,  11.268, 88,  0,   3.149,   5.009,   1.391,   6.185,   9.419,   2.616,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:766, 160195875951582,    1.627,   48.000, 3200,  47.115,  73.742,  20.484,  28.557,  43.642,  12.123, 91,  0,   3.513,   5.387,   1.496,   6.127,  10.079,   2.800,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:889, 160196146873999,    1.750,   46.000, 3100,  45.121,  79.278,  22.022,  26.546,  46.899,  13.027, 92,  0,   3.374,   5.801,   1.611,   6.121,  10.830,   3.008,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:24:995, 160196381640523,    1.856,   49.000, 3100,  45.433,  84.109,  23.364,  26.901,  49.759,  13.822, 92,  0,   3.478,   6.171,   1.714,   6.270,  11.496,   3.193,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:25:120, 160196655877695,    1.980,   43.000, 3100,  43.616,  89.526,  24.868,  25.077,  52.874,  14.687, 89,  0,   3.312,   6.582,   1.828,   6.207,  12.267,   3.408,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:25:244, 160196931247744,    2.105,   70.000, 3100,  48.938,  95.629,  26.564,  29.795,  56.589,  15.719, 91,  0,   3.881,   7.067,   1.963,   6.524,  13.081,   3.634,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:25:353, 160197170403551,    2.213,   65.000, 3000,  47.620, 100.787,  27.996,  28.433,  59.669,  16.575, 95,  0,   3.939,   7.493,   2.081,   6.641,  13.800,   3.833,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:25:477, 160197445727859,    2.338,   72.000, 2900,  46.487, 106.584,  29.607,  26.858,  63.018,  17.505, 92,  0,   4.119,   8.007,   2.224,   6.850,  14.654,   4.071,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:25:618, 160197757434700,    2.479,   75.000, 2900,  45.507, 113.008,  31.391,  26.590,  66.772,  18.548, 93,  0,   4.188,   8.598,   2.388,   6.280,  15.541,   4.317,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:25:743, 160198031584907,    2.604,   56.000, 2900,  44.563, 118.541,  32.928,  25.929,  69.991,  19.442, 90,  0,   4.141,   9.112,   2.531,   6.081,  16.296,   4.527,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:25:914, 160198409983597,    2.775,   64.000, 2900,  44.332, 126.139,  35.038,  25.608,  74.380,  20.661, 89,  0,   3.725,   9.750,   2.708,   6.079,  17.338,   4.816,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:26:054, 160198718337603,    2.915,   50.000, 3000,  42.735, 132.107,  36.696,  24.407,  77.788,  21.608, 90,  0,   3.564,  10.248,   2.847,   6.135,  18.195,   5.054,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:26:192, 160199023497898,    3.053,   45.000, 3100,  42.020, 137.914,  38.309,  23.538,  81.041,  22.511, 88,  0,   3.279,  10.701,   2.973,   6.201,  19.052,   5.292,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:26:300, 160199263259091,    3.161,   40.000, 3100,  43.228, 142.608,  39.613,  24.696,  83.723,  23.256, 90,  0,   3.200,  11.049,   3.069,   6.164,  19.721,   5.478,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:26:469, 160199636513465,    3.330,   69.000, 3100,  46.606, 150.487,  41.802,  28.034,  88.462,  24.573, 88,  0,   3.569,  11.652,   3.237,   6.161,  20.762,   5.767,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:26:580, 160199881833335,    3.441,   52.000, 3100,  45.593, 155.552,  43.209,  26.965,  91.458,  25.405, 93,  0,   3.486,  12.040,   3.344,   6.326,  21.465,   5.963,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:26:691, 160200126441756,    3.552,   75.000, 2900,  49.127, 160.995,  44.721,  29.381,  94.713,  26.309, 92,  0,   4.215,  12.506,   3.474,   6.859,  22.225,   6.174,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:45:26:814, 160200398170303,    3.675,   64.000, 2900,  44.323, 166.449,  46.236,  25.457,  97.846,  27.179, 88,  0,   3.684,  12.960,   3.600,   6.392,  23.012,   6.392,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
