System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:27:44:096, 157853908099592,    0.110,   55.000, 2900,  43.432,   4.772,   1.326,  24.262,   2.666,   0.741, 90,  0,   3.556,   0.391,   0.109,   6.702,   0.736,   0.205,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:44:235, 157854214553300,    0.249,   53.000, 3000,  43.647,  10.830,   3.008,  24.345,   6.045,   1.679, 89,  0,   3.698,   0.904,   0.251,   6.730,   1.670,   0.464,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:44:360, 157854490795717,    0.374,   60.000, 3000,  46.047,  16.591,   4.609,  26.638,   9.377,   2.605, 90,  0,   3.820,   1.382,   0.384,   6.856,   2.528,   0.702,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:44:483, 157854763102072,    0.497,   54.000, 3000,  44.492,  22.078,   6.133,  25.091,  12.472,   3.464, 89,  0,   3.709,   1.839,   0.511,   6.973,   3.388,   0.941,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:44:591, 157855001400400,    0.605,   42.000, 3000,  41.906,  26.601,   7.389,  22.796,  14.932,   4.148, 88,  0,   3.477,   2.214,   0.615,   6.654,   4.106,   1.141,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:44:699, 157855241541626,    0.714,   66.000, 3000,  47.217,  31.736,   8.816,  28.096,  17.988,   4.997, 92,  0,   3.813,   2.629,   0.730,   6.573,   4.821,   1.339,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:44:823, 157855513732471,    0.837,   78.000, 2900,  46.523,  37.471,  10.409,  27.245,  21.346,   5.930, 92,  0,   4.039,   3.127,   0.869,   6.710,   5.648,   1.569,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:44:946, 157855784357042,    0.960,   66.000, 2900,  46.062,  43.117,  11.977,  26.797,  24.631,   6.842, 91,  0,   3.863,   3.601,   1.000,   6.545,   6.450,   1.792,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:45:085, 157856091968763,    1.099,   66.000, 2900,  43.933,  49.237,  13.677,  24.989,  28.112,   7.809, 92,  0,   3.720,   4.119,   1.144,   6.556,   7.364,   2.045,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:45:210, 157856368694329,    1.224,   70.000, 2900,  46.143,  55.021,  15.283,  27.195,  31.521,   8.756, 92,  0,   3.809,   4.596,   1.277,   6.499,   8.178,   2.272,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:45:349, 157856675066972,    1.363,   72.000, 2800,  44.140,  61.145,  16.985,  24.868,  34.971,   9.714, 90,  0,   3.783,   5.121,   1.423,   6.643,   9.100,   2.528,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:45:471, 157856944201090,    1.485,   53.000, 2900,  41.864,  66.248,  18.402,  23.223,  37.802,  10.501, 90,  0,   3.249,   5.517,   1.533,   6.336,   9.872,   2.742,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:45:611, 157857255783795,    1.626,   81.000, 2900,  46.438,  72.801,  20.223,  27.491,  41.681,  11.578, 94,  0,   3.704,   6.040,   1.678,   6.509,  10.791,   2.997,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:45:763, 157857589048871,    1.777,   60.000, 2800,  45.196,  79.623,  22.117,  26.356,  45.659,  12.683, 89,  0,   3.607,   6.584,   1.829,   6.314,  11.744,   3.262,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:45:902, 157857895489174,    1.916,   59.000, 3000,  41.584,  85.394,  23.721,  22.798,  48.823,  13.562, 88,  0,   3.368,   7.052,   1.959,   6.445,  12.638,   3.511,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:46:008, 157858130546801,    2.022,   26.000, 3100,  35.779,  89.203,  24.779,  17.649,  50.702,  14.084, 85,  0,   2.614,   7.330,   2.036,   6.191,  13.297,   3.694,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:27:46:009, 157858134146855,    2.024,   27.000, 3100,  49.863,  89.284,  24.801,  22.498,  50.739,  14.094, 85,  0,   2.808,   7.334,   2.037,   5.316,  13.306,   3.696,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 2.023846
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 89.284241
Cumulative Processor Energy_0 (mWh) = 24.801178
Average Processor Power_0 (Watt) = 44.116131

Cumulative IA Energy_0 (Joules) = 50.738892
Cumulative IA Energy_0 (mWh) = 14.094137
Average IA Power_0 (Watt) = 25.070534

Cumulative DRAM Energy_0 (Joules) = 7.334412
Cumulative DRAM Energy_0 (mWh) = 2.037337
Average DRAM Power_0 (Watt) = 3.623998

Cumulative GT Energy_0 (Joules) = 13.305908
Cumulative GT Energy_0 (mWh) = 3.696086
Average GT Power_0 (Watt) = 6.574567
