System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:30:31:249, 158222983513008,    0.110,   67.000, 2900,  44.779,   4.945,   1.374,  25.702,   2.838,   0.788, 92,  0,   3.534,   0.390,   0.108,   6.420,   0.709,   0.197,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:31:373, 158223256688103,    0.234,   71.000, 2900,  44.601,  10.463,   2.906,  25.460,   5.988,   1.663, 90,  0,   3.707,   0.849,   0.236,   6.547,   1.519,   0.422,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:31:499, 158223535397553,    0.360,   73.000, 2900,  43.943,  16.010,   4.447,  24.916,   9.133,   2.537, 91,  0,   3.660,   1.311,   0.364,   6.607,   2.353,   0.654,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:31:623, 158223808698329,    0.484,   69.000, 2900,  43.649,  21.412,   5.948,  24.763,  12.198,   3.388, 90,  0,   3.633,   1.760,   0.489,   6.644,   3.175,   0.882,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:31:745, 158224077474414,    0.606,   70.000, 2900,  44.176,  26.790,   7.442,  24.944,  15.235,   4.232, 90,  0,   3.741,   2.216,   0.616,   6.620,   3.981,   1.106,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:31:869, 158224351660208,    0.730,   78.000, 2900,  45.028,  32.381,   8.995,  25.702,  18.426,   5.118, 90,  0,   3.986,   2.711,   0.753,   6.761,   4.821,   1.339,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:31:978, 158224591647784,    0.839,   85.000, 2900,  47.388,  37.532,  10.426,  28.671,  21.543,   5.984, 93,  0,   3.769,   3.121,   0.867,   6.112,   5.485,   1.524,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:32:103, 158224869221264,    0.964,   51.000, 3000,  39.980,  42.558,  11.822,  21.603,  24.258,   6.738, 86,  0,   3.093,   3.509,   0.975,   6.009,   6.240,   1.733,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:30:32:103, 158224871045127,    0.965,   37.000, 3000,  41.379,  42.592,  11.831,  18.177,  24.273,   6.743, 86,  0,   2.217,   3.511,   0.975,   5.172,   6.245,   1.735,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 0.965285
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 42.592041
Cumulative Processor Energy_0 (mWh) = 11.831123
Average Processor Power_0 (Watt) = 44.123804

Cumulative IA Energy_0 (Joules) = 24.273376
Cumulative IA Energy_0 (mWh) = 6.742605
Average IA Power_0 (Watt) = 25.146335

Cumulative DRAM Energy_0 (Joules) = 3.511230
Cumulative DRAM Energy_0 (mWh) = 0.975342
Average DRAM Power_0 (Watt) = 3.637507

Cumulative GT Energy_0 (Joules) = 6.244690
Cumulative GT Energy_0 (mWh) = 1.734636
Average GT Power_0 (Watt) = 6.469272
