System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
06:54:56:741, 177356454391317,    0.113,   17.000, 3900,  33.005,   3.727,   1.035,  26.665,   3.011,   0.836, 84,  0,   1.910,   0.216,   0.060,   4.891,   0.552,   0.153,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:56:857, 177356710318314,    0.229,   24.000, 3900,  37.911,   8.121,   2.256,  31.254,   6.633,   1.843, 92,  0,   2.351,   0.488,   0.136,   5.056,   1.138,   0.316,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:56:974, 177356967993615,    0.346,   23.000, 3900,  36.921,  12.429,   3.453,  30.216,  10.160,   2.822, 90,  0,   2.300,   0.757,   0.210,   4.975,   1.719,   0.477,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:57:082, 177357207086905,    0.454,   26.000, 3700,  40.743,  16.841,   4.678,  34.415,  13.886,   3.857, 98,  0,   2.350,   1.011,   0.281,   4.872,   2.246,   0.624,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:57:197, 177357461319587,    0.569,   21.000, 3900,  33.811,  20.734,   5.760,  27.322,  17.032,   4.731, 90,  0,   2.203,   1.265,   0.351,   4.903,   2.811,   0.781,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:57:322, 177357736970952,    0.694,   19.000, 3900,  34.364,  25.024,   6.951,  28.001,  20.528,   5.702, 88,  0,   2.092,   1.526,   0.424,   4.823,   3.413,   0.948,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:57:450, 177358019031318,    0.822,   22.000, 3900,  35.967,  29.619,   8.227,  29.463,  24.292,   6.748, 89,  0,   2.247,   1.813,   0.504,   4.852,   4.033,   1.120,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:57:570, 177358284947572,    0.942,   21.000, 3900,  35.950,  33.949,   9.430,  29.721,  27.871,   7.742, 92,  0,   2.165,   2.074,   0.576,   4.854,   4.617,   1.283,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:57:688, 177358543840327,    1.059,   22.000, 3900,  35.819,  38.148,  10.597,  29.531,  31.333,   8.704, 88,  0,   2.192,   2.331,   0.647,   4.867,   5.188,   1.441,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:57:806, 177358804834298,    1.177,   18.000, 3900,  34.288,  42.201,  11.723,  27.787,  34.618,   9.616, 86,  0,   2.080,   2.576,   0.716,   4.866,   5.763,   1.601,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:57:916, 177359047180789,    1.287,   36.000, 3200,  38.677,  46.446,  12.902,  32.360,  38.170,  10.603, 98,  0,   2.298,   2.829,   0.786,   4.844,   6.295,   1.749,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:58:041, 177359324730053,    1.413,   28.000, 3500,  38.684,  51.309,  14.253,  31.904,  42.180,  11.717, 94,  0,   2.686,   3.166,   0.880,   4.941,   6.916,   1.921,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:58:223, 177359725076970,    1.594,   29.000, 3900,  34.643,  57.590,  15.997,  28.300,  47.311,  13.142, 94,  0,   2.110,   3.549,   0.986,   4.833,   7.792,   2.165,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:58:332, 177359967313437,    1.704,   19.000, 3900,  35.464,  61.481,  17.078,  29.099,  50.504,  14.029, 87,  0,   2.135,   3.783,   1.051,   4.840,   8.323,   2.312,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:58:455, 177360238459250,    1.827,   27.000, 3900,  39.866,  66.377,  18.438,  33.023,  54.559,  15.155, 86,  0,   2.463,   4.086,   1.135,   5.068,   8.946,   2.485,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:58:576, 177360505759145,    1.948,   32.000, 3400,  42.326,  71.501,  19.861,  35.685,  58.879,  16.355, 94,  0,   2.619,   4.403,   1.223,   4.941,   9.544,   2.651,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:58:716, 177360813543244,    2.087,   29.000, 3900,  39.991,  77.075,  21.410,  33.613,  63.564,  17.657, 90,  0,   2.501,   4.751,   1.320,   4.891,  10.226,   2.840,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:58:832, 177361071488493,    2.204,   24.000, 3900,  36.031,  81.284,  22.579,  29.309,  66.988,  18.608, 90,  0,   2.333,   5.024,   1.395,   5.070,  10.818,   3.005,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:58:971, 177361377523248,    2.343,   19.000, 3900,  33.246,  85.892,  23.859,  26.717,  70.691,  19.637, 87,  0,   2.064,   5.310,   1.475,   4.878,  11.494,   3.193,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:54:59:081, 177361620011813,    2.452,   28.000, 3900,  40.181,  90.305,  25.085,  33.793,  74.403,  20.667, 90,  0,   2.484,   5.583,   1.551,   4.915,  12.034,   3.343,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
