System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
06:37:47:975, 175084930555140,    0.106,   19.000, 3900,  33.598,   3.566,   0.991,  27.514,   2.921,   0.811, 84,  0,   2.027,   0.215,   0.060,   4.614,   0.490,   0.136,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:085, 175085173865388,    0.216,   23.000, 3900,  36.972,   7.640,   2.122,  30.930,   6.329,   1.758, 82,  0,   2.252,   0.463,   0.129,   4.716,   1.009,   0.280,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:191, 175085406951372,    0.322,   20.000, 3900,  35.336,  11.371,   3.159,  28.830,   9.372,   2.603, 79,  0,   2.172,   0.693,   0.192,   4.653,   1.501,   0.417,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:301, 175085650053129,    0.432,   20.000, 3900,  34.318,  15.149,   4.208,  28.213,  12.478,   3.466, 79,  0,   2.109,   0.925,   0.257,   4.606,   2.008,   0.558,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:419, 175085911426336,    0.550,   18.000, 3900,  32.684,  19.018,   5.283,  26.689,  15.638,   4.344, 78,  0,   2.082,   1.171,   0.325,   4.647,   2.558,   0.710,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:529, 175086153878429,    0.660,   18.000, 3900,  32.926,  22.633,   6.287,  26.746,  18.575,   5.160, 80,  0,   2.063,   1.398,   0.388,   4.617,   3.065,   0.851,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:639, 175086396387214,    0.770,   18.000, 3900,  32.681,  26.223,   7.284,  26.541,  21.490,   5.969, 78,  0,   2.057,   1.624,   0.451,   4.613,   3.571,   0.992,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:749, 175086639442310,    0.880,   22.000, 3900,  36.563,  30.248,   8.402,  30.368,  24.833,   6.898, 91,  0,   2.205,   1.866,   0.518,   4.733,   4.092,   1.137,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:866, 175086897393442,    0.997,   21.000, 3900,  36.773,  34.544,   9.595,  30.552,  28.402,   7.889, 84,  0,   2.169,   2.120,   0.589,   4.615,   4.631,   1.287,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:37:48:976, 175087140474612,    1.107,   45.000, 3900,  48.010,  39.829,  11.064,  41.557,  32.977,   9.160, 82,  0,   2.801,   2.428,   0.674,   4.687,   5.147,   1.430,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
