System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
06:40:13:054, 175405267092226,    0.110,   16.000, 3900,  30.105,   3.299,   0.916,  23.714,   2.599,   0.722, 83,  0,   1.893,   0.207,   0.058,   4.743,   0.520,   0.144,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:13:180, 175405544382265,    0.235,   22.000, 3600,  35.448,   7.751,   2.153,  28.829,   6.219,   1.728, 97,  0,   2.298,   0.496,   0.138,   4.981,   1.145,   0.318,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:13:305, 175405821561615,    0.361,   21.000, 3900,  34.954,  12.139,   3.372,  28.562,   9.805,   2.724, 83,  0,   2.151,   0.766,   0.213,   4.948,   1.766,   0.491,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:13:420, 175406074347000,    0.475,   19.000, 3900,  35.331,  16.184,   4.495,  28.891,  13.112,   3.642, 83,  0,   2.158,   1.013,   0.281,   4.833,   2.320,   0.644,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:13:530, 175406316898419,    0.585,   20.000, 3900,  34.797,  20.006,   5.557,  28.424,  16.235,   4.510, 88,  0,   2.089,   1.243,   0.345,   4.848,   2.852,   0.792,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:13:644, 175406568993362,    0.699,   20.000, 3900,  35.620,  24.073,   6.687,  29.279,  19.578,   5.438, 85,  0,   2.122,   1.485,   0.412,   4.860,   3.407,   0.946,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:13:754, 175406811394430,    0.809,   17.000, 3900,  31.774,  27.561,   7.656,  25.520,  22.379,   6.216, 83,  0,   1.977,   1.702,   0.473,   4.759,   3.930,   1.092,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:13:879, 175407088405097,    0.934,   23.000, 3900,  36.696,  32.165,   8.935,  30.438,  26.198,   7.277, 96,  0,   2.189,   1.977,   0.549,   4.839,   4.537,   1.260,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:13:988, 175407328123292,    1.043,   18.000, 3900,  34.635,  35.925,   9.979,  28.119,  29.251,   8.125, 90,  0,   2.126,   2.207,   0.613,   4.874,   5.066,   1.407,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:14:113, 175407605208234,    1.169,   19.000, 3900,  34.245,  40.223,  11.173,  28.008,  32.766,   9.102, 91,  0,   2.071,   2.467,   0.685,   4.833,   5.672,   1.576,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:14:223, 175407847698383,    1.278,   25.000, 3300,  38.685,  44.471,  12.353,  32.258,  36.308,  10.086, 96,  0,   2.458,   2.737,   0.760,   4.807,   6.200,   1.722,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:14:349, 175408124831201,    1.404,   29.000, 3900,  42.185,  49.766,  13.824,  35.924,  40.817,  11.338, 88,  0,   2.465,   3.047,   0.846,   4.852,   6.809,   1.891,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:14:459, 175408368462464,    1.514,   20.000, 3900,  35.197,  53.650,  14.903,  28.491,  43.961,  12.211, 83,  0,   2.138,   3.283,   0.912,   4.866,   7.346,   2.041,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:14:564, 175408602419277,    1.620,   27.000, 3800,  35.565,  57.418,  15.950,  29.238,  47.059,  13.072, 97,  0,   2.156,   3.511,   0.975,   4.825,   7.857,   2.183,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:14:707, 175408915040365,    1.762,   48.000, 3800,  46.460,  63.996,  17.777,  40.081,  52.734,  14.648, 97,  0,   3.000,   3.936,   1.093,   4.807,   8.538,   2.372,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:14:832, 175409192159979,    1.887,   21.000, 3900,  36.787,  68.613,  19.059,  30.125,  56.515,  15.699, 90,  0,   2.272,   4.221,   1.172,   4.823,   9.143,   2.540,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:14:958, 175409470035453,    2.013,   20.000, 3900,  34.775,  72.990,  20.275,  28.380,  60.086,  16.691, 89,  0,   2.109,   4.486,   1.246,   4.825,   9.751,   2.709,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:15:083, 175409747259082,    2.139,   19.000, 3900,  35.810,  77.486,  21.524,  29.541,  63.795,  17.721, 88,  0,   2.191,   4.761,   1.323,   4.845,  10.359,   2.878,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:15:213, 175410033099903,    2.268,   27.000, 3400,  38.194,  82.430,  22.897,  31.520,  67.876,  18.854, 99,  0,   2.405,   5.073,   1.409,   4.904,  10.994,   3.054,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:40:15:322, 175410273240066,    2.377,   21.000, 3400,  34.518,  86.184,  23.940,  28.151,  70.938,  19.705, 99,  0,   2.235,   5.316,   1.477,   5.006,  11.538,   3.205,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
