System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
06:47:35:561, 176382324913970,    0.104,   18.000, 3900,  28.745,   3.003,   0.834,  26.189,   2.736,   0.760, 85,  0,   1.981,   0.207,   0.057,   1.248,   0.130,   0.036,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:35:678, 176382583249249,    0.221,   20.000, 3900,  31.288,   6.664,   1.851,  28.479,   6.068,   1.686, 83,  0,   2.253,   0.471,   0.131,   1.283,   0.281,   0.078,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:35:794, 176382840333252,    0.338,   24.000, 3900,  33.419,  10.555,   2.932,  30.341,   9.601,   2.667, 84,  0,   2.324,   0.741,   0.206,   1.249,   0.426,   0.118,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:35:919, 176383115855629,    0.463,   22.000, 3900,  33.420,  14.725,   4.090,  30.929,  13.460,   3.739, 92,  0,   2.237,   1.020,   0.283,   1.223,   0.579,   0.161,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:36:036, 176383373727362,    0.579,   24.000, 3700,  34.228,  18.722,   5.201,  31.360,  17.122,   4.756, 98,  0,   2.315,   1.291,   0.358,   1.228,   0.722,   0.201,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:36:144, 176383613116482,    0.688,   23.000, 3900,  33.995,  22.408,   6.224,  30.875,  20.470,   5.686, 93,  0,   2.382,   1.549,   0.430,   1.233,   0.856,   0.238,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:36:270, 176383890785014,    0.814,   24.000, 3900,  30.248,  26.212,   7.281,  27.770,  23.962,   6.656, 88,  0,   2.321,   1.841,   0.511,   1.210,   1.008,   0.280,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:36:384, 176384143117303,    0.928,   46.000, 3100,  38.713,  30.636,   8.510,  35.517,  28.021,   7.784, 97,  0,   2.649,   2.143,   0.595,   1.181,   1.143,   0.317,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:36:503, 176384404738581,    1.046,   34.000, 3900,  37.485,  35.078,   9.744,  34.773,  32.141,   8.928, 91,  0,   2.689,   2.462,   0.684,   1.231,   1.289,   0.358,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
06:47:36:616, 176384654702537,    1.160,   28.000, 3900,  35.483,  39.094,  10.860,  32.693,  35.842,   9.956, 91,  0,   2.349,   2.728,   0.758,   1.227,   1.428,   0.397,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
