System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:23:07:234, 157242594525996,    0.117,   60.000, 3000,  45.870,   5.383,   1.495,  26.627,   3.125,   0.868, 92,  0,   3.672,   0.431,   0.120,   6.917,   0.812,   0.225,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:23:07:375, 157242905391984,    0.258,   76.000, 2900,  45.860,  11.840,   3.289,  26.311,   6.829,   1.897, 90,  0,   3.845,   0.972,   0.270,   6.867,   1.779,   0.494,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:23:07:482, 157243142494626,    0.366,   69.000, 2900,  44.257,  16.593,   4.609,  25.023,   9.516,   2.643, 90,  0,   3.818,   1.382,   0.384,   6.838,   2.513,   0.698,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:23:07:590, 157243380257154,    0.473,   63.000, 3000,  44.075,  21.339,   5.927,  24.969,  12.205,   3.390, 91,  0,   3.600,   1.770,   0.492,   6.531,   3.216,   0.893,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:23:07:697, 157243617112597,    0.580,   64.000, 3000,  45.603,  26.231,   7.286,  26.438,  15.041,   4.178, 91,  0,   3.639,   2.160,   0.600,   6.801,   3.946,   1.096,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:23:07:806, 157243857501180,    0.689,   50.000, 3000,  42.780,  30.888,   8.580,  23.374,  17.586,   4.885, 88,  0,   3.626,   2.555,   0.710,   6.810,   4.687,   1.302,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:23:07:814, 157243879303001,    0.699,   97.000, 3000,  41.131,  31.294,   8.693,  22.043,  17.804,   4.945, 88,  0,   3.635,   2.591,   0.720,   6.583,   4.752,   1.320,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 0.699235
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 31.294189
Cumulative Processor Energy_0 (mWh) = 8.692830
Average Processor Power_0 (Watt) = 44.754902

Cumulative IA Energy_0 (Joules) = 17.803528
Cumulative IA Energy_0 (mWh) = 4.945424
Average IA Power_0 (Watt) = 25.461441

Cumulative DRAM Energy_0 (Joules) = 2.590820
Cumulative DRAM Energy_0 (mWh) = 0.719672
Average DRAM Power_0 (Watt) = 3.705222

Cumulative GT Energy_0 (Joules) = 4.752197
Cumulative GT Energy_0 (mWh) = 1.320055
Average GT Power_0 (Watt) = 6.796282
