System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:34:18:055, 158723772079259,    0.107,   51.000, 3000,  44.928,   4.787,   1.330,  25.879,   2.758,   0.766, 89,  0,   3.531,   0.376,   0.105,   6.831,   0.728,   0.202,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:18:180, 158724047591577,    0.231,   54.000, 3000,  44.992,  10.401,   2.889,  25.356,   5.921,   1.645, 90,  0,   3.786,   0.849,   0.236,   7.013,   1.603,   0.445,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:18:288, 158724286177436,    0.339,   54.000, 3000,  44.877,  15.250,   4.236,  25.339,   8.659,   2.405, 90,  0,   3.783,   1.257,   0.349,   6.971,   2.356,   0.655,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:18:412, 158724561696515,    0.464,   57.000, 3000,  45.371,  20.912,   5.809,  25.647,  11.860,   3.294, 91,  0,   3.903,   1.745,   0.485,   7.063,   3.238,   0.899,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:18:535, 158724832259965,    0.587,   48.000, 3000,  43.454,  26.237,   7.288,  24.225,  14.828,   4.119, 90,  0,   3.667,   2.194,   0.609,   6.936,   4.088,   1.135,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:18:660, 158725107984797,    0.712,   49.000, 3100,  43.629,  31.685,   8.801,  23.969,  17.821,   4.950, 89,  0,   3.667,   2.652,   0.737,   7.070,   4.970,   1.381,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:18:771, 158725354332481,    0.823,   68.000, 3000,  48.421,  37.087,  10.302,  28.735,  21.027,   5.841, 95,  0,   3.993,   3.097,   0.860,   6.932,   5.744,   1.595,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:18:910, 158725659713866,    0.961,   62.000, 2900,  44.609,  43.257,  12.016,  25.631,  24.572,   6.826, 90,  0,   3.729,   3.613,   1.004,   6.545,   6.649,   1.847,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:19:033, 158725932089845,    1.085,   51.000, 3000,  43.511,  48.624,  13.507,  24.234,  27.562,   7.656, 90,  0,   3.631,   4.061,   1.128,   6.940,   7.505,   2.085,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:19:140, 158726168997987,    1.192,   50.000, 3000,  44.333,  53.381,  14.828,  24.681,  30.210,   8.392, 91,  0,   3.709,   4.459,   1.239,   6.872,   8.242,   2.290,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:19:264, 158726442223652,    1.316,   49.000, 3100,  42.889,  58.688,  16.302,  23.971,  33.176,   9.216, 89,  0,   3.533,   4.896,   1.360,   6.667,   9.067,   2.519,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:34:19:269, 158726454126859,    1.321,  174.000, 3100,  50.110,  58.958,  16.377,  25.836,  33.315,   9.254, 89,  0,   4.687,   4.921,   1.367,   7.733,   9.109,   2.530,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 1.321245
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 58.958374
Cumulative Processor Energy_0 (mWh) = 16.377326
Average Processor Power_0 (Watt) = 44.623360

Cumulative IA Energy_0 (Joules) = 33.315186
Cumulative IA Energy_0 (mWh) = 9.254218
Average IA Power_0 (Watt) = 25.215002

Cumulative DRAM Energy_0 (Joules) = 4.921387
Cumulative DRAM Energy_0 (mWh) = 1.367052
Average DRAM Power_0 (Watt) = 3.724811

Cumulative GT Energy_0 (Joules) = 9.109131
Cumulative GT Energy_0 (mWh) = 2.530314
Average GT Power_0 (Watt) = 6.894356
