System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
07:23:13:858, 181103700220750,    0.113,   21.000, 3900,  35.314,   3.982,   1.106,  28.994,   3.270,   0.908, 78,  0,   1.950,   0.220,   0.061,   4.707,   0.531,   0.147,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:23:13:977, 181103963796500,    0.232,   18.000, 3600,  31.481,   7.740,   2.150,  24.925,   6.245,   1.735, 95,  0,   1.876,   0.444,   0.123,   4.969,   1.124,   0.312,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:23:14:119, 181104276347927,    0.374,   18.000, 3900,  28.133,  11.723,   3.256,  22.275,   9.398,   2.611, 93,  0,   1.488,   0.654,   0.182,   4.646,   1.782,   0.495,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:23:14:244, 181104553361741,    0.499,   11.000, 3900,  24.220,  14.761,   4.100,  18.291,  11.693,   3.248, 77,  0,   1.330,   0.821,   0.228,   4.570,   2.355,   0.654,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:23:14:354, 181104796089091,    0.609,   10.000, 3900,  22.573,  17.243,   4.790,  16.756,  13.535,   3.760, 87,  0,   1.282,   0.962,   0.267,   4.562,   2.856,   0.793,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:23:14:486, 181105086446557,    0.741,   10.000, 3900,  21.115,  20.019,   5.561,  15.302,  15.547,   4.319, 86,  0,   1.189,   1.119,   0.311,   4.648,   3.468,   0.963,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:23:14:643, 181105433558894,    0.898,   25.000, 3900,  34.133,  25.385,   7.051,  27.664,  19.896,   5.527, 84,  0,   2.114,   1.451,   0.403,   4.824,   4.226,   1.174,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
07:23:14:643, 181105442451859,    0.902,   12.000, 3900,  28.945,  25.502,   7.084,  20.564,  19.979,   5.550, 81,  0,   2.667,   1.462,   0.406,   4.819,   4.245,   1.179,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 0.901817
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 25.501709
Cumulative Processor Energy_0 (mWh) = 7.083808
Average Processor Power_0 (Watt) = 28.278154

Cumulative IA Energy_0 (Joules) = 19.978882
Cumulative IA Energy_0 (mWh) = 5.549689
Average IA Power_0 (Watt) = 22.154040

Cumulative DRAM Energy_0 (Joules) = 1.461609
Cumulative DRAM Energy_0 (mWh) = 0.406002
Average DRAM Power_0 (Watt) = 1.620738

Cumulative GT Energy_0 (Joules) = 4.245483
Cumulative GT Energy_0 (mWh) = 1.179301
Average GT Power_0 (Watt) = 4.707701
