System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
04:22:18:005, 157133896525765,    0.111,   53.000, 3000,  45.994,   5.083,   1.412,  26.783,   2.960,   0.822, 90,  0,   3.569,   0.394,   0.110,   6.578,   0.727,   0.202,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:18:113, 157134134399183,    0.218,   57.000, 3000,  44.923,   9.923,   2.756,  25.633,   5.722,   1.589, 89,  0,   3.771,   0.801,   0.222,   6.647,   1.443,   0.401,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:18:223, 157134378343748,    0.329,   70.000, 3000,  46.584,  15.070,   4.186,  27.337,   8.742,   2.428, 94,  0,   3.888,   1.230,   0.342,   6.878,   2.203,   0.612,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:18:372, 157134707481042,    0.478,   57.000, 3000,  44.287,  21.671,   6.020,  25.226,  12.502,   3.473, 89,  0,   3.609,   1.768,   0.491,   6.593,   3.186,   0.885,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:18:496, 157134981406984,    0.602,   52.000, 3000,  43.772,  27.102,   7.528,  24.232,  15.509,   4.308, 88,  0,   3.735,   2.232,   0.620,   6.993,   4.053,   1.126,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:18:618, 157135248958274,    0.723,   53.000, 3000,  44.534,  32.498,   9.027,  25.147,  18.556,   5.154, 90,  0,   3.738,   2.685,   0.746,   6.950,   4.896,   1.360,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:18:726, 157135488876147,    0.832,   47.000, 3100,  43.956,  37.274,  10.354,  24.329,  21.199,   5.889, 90,  0,   3.717,   3.089,   0.858,   6.965,   5.652,   1.570,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:18:850, 157135763535522,    0.956,   55.000, 3000,  45.813,  42.973,  11.937,  26.326,  24.474,   6.798, 91,  0,   3.817,   3.563,   0.990,   7.044,   6.529,   1.813,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:18:959, 157136002846377,    1.064,   49.000, 3000,  43.817,  47.722,  13.256,  24.053,  27.081,   7.522, 90,  0,   3.747,   3.969,   1.103,   6.987,   7.286,   2.024,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:19:083, 157136276174127,    1.188,   51.000, 3100,  45.189,  53.316,  14.810,  25.472,  30.234,   8.398, 90,  0,   3.754,   4.434,   1.232,   7.075,   8.162,   2.267,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:19:191, 157136516185546,    1.297,   50.000, 3000,  44.363,  58.138,  16.150,  25.022,  32.954,   9.154, 88,  0,   3.739,   4.841,   1.345,   7.023,   8.925,   2.479,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000
04:22:19:195, 157136525161595,    1.301,   27.000, 3000,  37.054,  58.289,  16.191,  16.020,  33.019,   9.172, 89,  0,   3.483,   4.855,   1.349,   8.032,   8.958,   2.488,  45.000,  78.000,   0.000,   0.000,   0.000,99999999,   0.000

Total Elapsed Time (sec) = 1.301027
Measured RDTSC Frequency (GHz) = 2.208

Cumulative Processor Energy_0 (Joules) = 58.289001
Cumulative Processor Energy_0 (mWh) = 16.191389
Average Processor Power_0 (Watt) = 44.802285

Cumulative IA Energy_0 (Joules) = 33.019104
Cumulative IA Energy_0 (mWh) = 9.171973
Average IA Power_0 (Watt) = 25.379253

Cumulative DRAM Energy_0 (Joules) = 4.854675
Cumulative DRAM Energy_0 (mWh) = 1.348521
Average DRAM Power_0 (Watt) = 3.731417

Cumulative GT Energy_0 (Joules) = 8.957642
Cumulative GT Energy_0 (mWh) = 2.488234
Average GT Power_0 (Watt) = 6.885052
